time,h,theta,Temp
403.0,-336.82,0.1522,20.0
403.5,-335.87,0.1524,20.0
404.0,-335.18,0.1525,20.0
405.0,-335.18,0.1525,20.0
406.0,-336.3,0.1523,20.0
407.0,-338.32,0.1519,20.0
408.0,-340.85,0.1513,20.0
409.0,-343.81,0.1507,20.0
410.0,-347.11,0.15,20.0
411.0,-350.51,0.1493,20.0
412.0,-353.94,0.1486,20.0
413.0,-357.45,0.1478,20.0
414.0,-361.1,0.1471,20.0
415.0,-364.94,0.1463,20.0
416.0,-369.05,0.1454,20.0
417.0,-373.4,0.1445,20.0
418.0,-378.04,0.1435,20.0
419.0,-382.9,0.1425,20.0
420.0,-388.09,0.1415,20.0
421.0,-393.5,0.1407,20.0
422.0,-398.96,0.1399,20.0
422.007,-399.0,0.1399,20.0
422.0161,-399.05,0.1399,20.0
422.0279,-399.12,0.1399,20.0
422.0433,-399.2,0.1399,20.0
422.0633,-399.31,0.1398,20.0
422.0893,-399.45,0.1398,20.0
422.1231,-399.64,0.1398,20.0
422.167,-399.89,0.1398,20.0
422.2241,-400.2,0.1397,20.0
422.3017,-400.64,0.1396,20.0
422.4015,-401.19,0.1396,20.0
422.5212,-401.86,0.1395,20.0
422.6808,-402.75,0.1393,20.0
422.8404,-403.64,0.1392,20.0
423.0,-404.53,0.139,20.0
423.01,-404.59,0.139,20.0
423.023,-404.66,0.139,20.0
423.0399,-404.76,0.139,20.0
423.0619,-404.88,0.139,20.0
423.0904,-405.04,0.139,20.0
423.1276,-405.25,0.1389,20.0
423.1758,-405.52,0.1389,20.0
423.2386,-405.87,0.1388,20.0
423.3232,-406.35,0.1388,20.0
423.436,-406.98,0.1387,20.0
423.577,-407.78,0.1385,20.0
423.7885,-408.97,0.1384,20.0
424.0,-410.16,0.1382,20.0
424.25,-411.58,0.138,20.0
424.625,-413.7,0.1376,20.0
425.0,-415.82,0.1373,20.0
425.01,-415.88,0.1373,20.0
425.023,-415.95,0.1373,20.0
425.036,-416.03,0.1373,20.0
425.0529,-416.12,0.1373,20.0
425.0749,-416.25,0.1373,20.0
425.1034,-416.41,0.1372,20.0
425.1406,-416.62,0.1372,20.0
425.1888,-416.89,0.1372,20.0
425.2516,-417.25,0.1371,20.0
425.3347,-417.72,0.137,20.0
425.4456,-418.34,0.1369,20.0
425.5565,-418.97,0.1368,20.0
425.7043,-419.81,0.1367,20.0
425.8522,-420.64,0.1366,20.0
426.0,-421.48,0.1365,20.0
426.01,-421.54,0.1365,20.0
426.023,-421.61,0.1364,20.0
426.0399,-421.71,0.1364,20.0
426.0619,-421.83,0.1364,20.0
426.0904,-421.99,0.1364,20.0
426.1276,-422.2,0.1363,20.0
426.1758,-422.47,0.1363,20.0
426.2386,-422.83,0.1363,20.0
426.3232,-423.3,0.1362,20.0
426.436,-423.94,0.1361,20.0
426.577,-424.73,0.136,20.0
426.7885,-425.93,0.1358,20.0
427.0,-427.12,0.1356,20.0
427.25,-428.53,0.1354,20.0
427.625,-430.66,0.1351,20.0
428.0,-432.8,0.1347,20.0
428.01,-432.86,0.1347,20.0
428.02,-432.92,0.1347,20.0
428.03,-432.97,0.1347,20.0
428.04,-433.03,0.1347,20.0
428.05,-433.09,0.1347,20.0
428.063,-433.16,0.1347,20.0
428.076,-433.24,0.1347,20.0
428.0929,-433.33,0.1347,20.0
428.1098,-433.43,0.1346,20.0
428.1267,-433.53,0.1346,20.0
428.1487,-433.65,0.1346,20.0
428.1706,-433.78,0.1346,20.0
428.1992,-433.94,0.1346,20.0
428.2278,-434.11,0.1345,20.0
428.2649,-434.32,0.1345,20.0
428.302,-434.53,0.1345,20.0
428.3391,-434.74,0.1344,20.0
428.3874,-435.02,0.1344,20.0
428.4357,-435.3,0.1344,20.0
428.484,-435.58,0.1343,20.0
428.5485,-435.95,0.1343,20.0
428.613,-436.32,0.1342,20.0
428.6775,-436.69,0.1341,20.0
428.7581,-437.16,0.1341,20.0
428.8387,-437.62,0.134,20.0
428.9194,-438.09,0.1339,20.0
429.0,-438.56,0.1339,20.0
429.01,-438.61,0.1338,20.0
429.023,-438.69,0.1338,20.0
429.0399,-438.79,0.1338,20.0
429.0619,-438.91,0.1338,20.0
429.0904,-439.08,0.1338,20.0
429.1276,-439.29,0.1337,20.0
429.1758,-439.57,0.1337,20.0
429.2386,-439.94,0.1336,20.0
429.3232,-440.43,0.1336,20.0
429.436,-441.08,0.1335,20.0
429.577,-441.89,0.1333,20.0
429.7885,-443.11,0.1332,20.0
430.0,-444.33,0.133,20.0
430.25,-445.76,0.1328,20.0
430.625,-447.88,0.1324,20.0
431.0,-449.98,0.1321,20.0
431.3333,-451.84,0.1318,20.0
432.0,-455.42,0.1313,20.0
432.01,-455.49,0.1313,20.0
432.02,-455.54,0.1313,20.0
432.033,-455.61,0.1313,20.0
432.0499,-455.7,0.1312,20.0
432.0719,-455.82,0.1312,20.0
432.1004,-455.98,0.1312,20.0
432.1376,-456.18,0.1312,20.0
432.1858,-456.43,0.1311,20.0
432.2486,-456.77,0.1311,20.0
432.3321,-457.22,0.131,20.0
432.4434,-457.81,0.1309,20.0
432.5825,-458.54,0.1308,20.0
432.7913,-459.63,0.1306,20.0
433.0,-460.71,0.1305,20.0
433.25,-461.98,0.1303,20.0
433.5,-463.24,0.1301,20.0
433.75,-464.47,0.1299,20.0
434.0,-465.69,0.1297,20.0
434.3333,-467.28,0.1295,20.0
435.0,-470.35,0.129,20.0
435.01,-470.41,0.129,20.0
435.023,-470.47,0.129,20.0
435.0399,-470.55,0.129,20.0
435.0619,-470.65,0.129,20.0
435.0904,-470.78,0.1289,20.0
435.1276,-470.95,0.1289,20.0
435.1758,-471.17,0.1289,20.0
435.2386,-471.46,0.1288,20.0
435.3232,-471.85,0.1288,20.0
435.436,-472.36,0.1287,20.0
435.577,-473.0,0.1286,20.0
435.7885,-473.95,0.1285,20.0
436.0,-474.88,0.1283,20.0
436.01,-474.93,0.1283,20.0
436.023,-474.99,0.1283,20.0
436.0399,-475.06,0.1283,20.0
436.0619,-475.16,0.1283,20.0
436.0904,-475.29,0.1283,20.0
436.1276,-475.45,0.1282,20.0
436.1758,-475.66,0.1282,20.0
436.2386,-475.94,0.1282,20.0
436.3232,-476.31,0.1281,20.0
436.436,-476.8,0.128,20.0
436.577,-477.41,0.1279,20.0
436.7885,-478.32,0.1278,20.0
437.0,-479.23,0.1277,20.0
437.25,-480.29,0.1275,20.0
437.5,-481.35,0.1273,20.0
437.75,-482.41,0.1272,20.0
438.0,-483.47,0.127,20.0
438.3333,-484.88,0.1268,20.0
439.0,-487.72,0.1264,20.0
439.5,-489.86,0.1262,20.0
440.0,-491.99,0.126,20.0
440.01,-492.03,0.1259,20.0
440.023,-492.09,0.1259,20.0
440.0399,-492.16,0.1259,20.0
440.0619,-492.26,0.1259,20.0
440.0904,-492.38,0.1259,20.0
440.1276,-492.54,0.1259,20.0
440.1758,-492.75,0.1259,20.0
440.2386,-493.02,0.1258,20.0
440.3232,-493.38,0.1258,20.0
440.436,-493.87,0.1257,20.0
440.577,-494.47,0.1257,20.0
440.7885,-495.37,0.1256,20.0
441.0,-496.28,0.1255,20.0
441.25,-497.35,0.1254,20.0
441.625,-498.97,0.1252,20.0
442.0,-500.61,0.125,20.0
442.3333,-502.08,0.1248,20.0
442.6667,-503.56,0.1247,20.0
443.0,-505.06,0.1245,20.0
443.5,-507.34,0.1243,20.0
444.0,-509.63,0.124,20.0
444.5,-511.94,0.1238,20.0
445.0,-514.28,0.1235,20.0
446.0,-519.01,0.123,20.0
446.01,-519.05,0.123,20.0
446.02,-519.1,0.123,20.0
446.03,-519.15,0.123,20.0
446.04,-519.2,0.123,20.0
446.053,-519.26,0.123,20.0
446.0699,-519.34,0.123,20.0
446.0868,-519.42,0.1229,20.0
446.1088,-519.52,0.1229,20.0
446.1307,-519.63,0.1229,20.0
446.1527,-519.73,0.1229,20.0
446.1813,-519.87,0.1229,20.0
446.2184,-520.04,0.1229,20.0
446.2667,-520.27,0.1229,20.0
446.3149,-520.5,0.1228,20.0
446.3632,-520.73,0.1228,20.0
446.4269,-521.03,0.1228,20.0
446.4906,-521.34,0.1227,20.0
446.5755,-521.74,0.1227,20.0
446.6604,-522.15,0.1227,20.0
446.7453,-522.56,0.1226,20.0
446.8726,-523.17,0.1225,20.0
447.0,-523.78,0.1225,20.0
447.01,-523.83,0.1225,20.0
447.02,-523.88,0.1225,20.0
447.033,-523.94,0.1225,20.0
447.0499,-524.02,0.1224,20.0
447.0719,-524.13,0.1224,20.0
447.1004,-524.27,0.1224,20.0
447.1376,-524.44,0.1224,20.0
447.1858,-524.68,0.1224,20.0
447.2486,-524.98,0.1223,20.0
447.3113,-525.28,0.1223,20.0
447.3974,-525.7,0.1223,20.0
447.4835,-526.12,0.1222,20.0
447.5696,-526.53,0.1222,20.0
447.6557,-526.95,0.1221,20.0
447.7417,-527.37,0.1221,20.0
447.8278,-527.78,0.122,20.0
447.9139,-528.2,0.122,20.0
448.0,-528.62,0.1219,20.0
448.01,-528.67,0.1219,20.0
448.023,-528.73,0.1219,20.0
448.0399,-528.81,0.1219,20.0
448.0619,-528.92,0.1219,20.0
448.0904,-529.06,0.1219,20.0
448.1276,-529.24,0.1219,20.0
448.1758,-529.47,0.1218,20.0
448.2386,-529.77,0.1218,20.0
448.3232,-530.18,0.1218,20.0
448.436,-530.73,0.1217,20.0
448.577,-531.41,0.1216,20.0
448.7885,-532.44,0.1215,20.0
449.0,-533.46,0.1214,20.0
449.1667,-534.26,0.1213,20.0
449.3333,-535.06,0.1212,20.0
449.5556,-536.09,0.1211,20.0
450.0,-537.9,0.1209,20.0
450.3333,-539.01,0.1208,20.0
450.6667,-539.77,0.1207,20.0
451.0,-540.16,0.1207,20.0
451.01,-540.21,0.1207,20.0
451.023,-540.22,0.1207,20.0
451.0399,-540.24,0.1207,20.0
451.0619,-540.26,0.1207,20.0
451.0904,-540.29,0.1207,20.0
451.1276,-540.31,0.1207,20.0
451.1758,-540.34,0.1207,20.0
451.2386,-540.35,0.1207,20.0
451.3232,-540.34,0.1207,20.0
451.436,-540.27,0.1207,20.0
451.577,-540.1,0.1207,20.0
451.7885,-539.64,0.1207,20.0
452.0,-539.01,0.1208,20.0
452.01,-539.0,0.1208,20.0
452.023,-538.95,0.1208,20.0
452.0399,-538.9,0.1208,20.0
452.0619,-538.83,0.1208,20.0
452.0904,-538.73,0.1208,20.0
452.1276,-538.6,0.1208,20.0
452.1758,-538.43,0.1209,20.0
452.2386,-538.18,0.1209,20.0
452.3232,-537.83,0.1209,20.0
452.436,-537.32,0.121,20.0
452.577,-536.64,0.1211,20.0
452.7885,-535.53,0.1212,20.0
453.0,-534.36,0.1213,20.0
453.01,-534.31,0.1213,20.0
453.023,-534.24,0.1213,20.0
453.0399,-534.15,0.1213,20.0
453.0619,-534.02,0.1214,20.0
453.0904,-533.86,0.1214,20.0
453.1276,-533.65,0.1214,20.0
453.1758,-533.38,0.1214,20.0
453.2386,-533.01,0.1215,20.0
453.3232,-532.52,0.1215,20.0
453.436,-531.87,0.1216,20.0
453.577,-531.04,0.1217,20.0
453.7885,-529.83,0.1218,20.0
454.0,-528.64,0.1219,20.0
454.25,-527.3,0.1221,20.0
454.625,-525.49,0.1223,20.0
455.0,-523.93,0.1225,20.0
455.3333,-522.75,0.1226,20.0
456.0,-521.35,0.1227,20.0
456.5,-520.72,0.1228,20.0
457.0,-520.66,0.1228,20.0
457.01,-520.61,0.1228,20.0
457.023,-520.62,0.1228,20.0
457.0399,-520.61,0.1228,20.0
457.0619,-520.61,0.1228,20.0
457.0904,-520.61,0.1228,20.0
457.1276,-520.61,0.1228,20.0
457.1758,-520.62,0.1228,20.0
457.2386,-520.63,0.1228,20.0
457.3232,-520.67,0.1228,20.0
457.436,-520.74,0.1228,20.0
457.577,-520.86,0.1228,20.0
457.7885,-521.1,0.1228,20.0
458.0,-521.41,0.1227,20.0
458.01,-521.42,0.1227,20.0
458.023,-521.44,0.1227,20.0
458.0399,-521.46,0.1227,20.0
458.0619,-521.5,0.1227,20.0
458.0904,-521.54,0.1227,20.0
458.1276,-521.6,0.1227,20.0
458.1758,-521.68,0.1227,20.0
458.2386,-521.8,0.1227,20.0
458.3232,-521.95,0.1227,20.0
458.436,-522.18,0.1226,20.0
458.577,-522.48,0.1226,20.0
458.7885,-522.98,0.1226,20.0
459.0,-523.52,0.1225,20.0
459.25,-524.21,0.1224,20.0
459.625,-525.34,0.1223,20.0
460.0,-526.56,0.1222,20.0
460.3333,-527.7,0.122,20.0
461.0,-530.17,0.1218,20.0
461.5,-532.14,0.1216,20.0
462.0,-534.18,0.1213,20.0
462.01,-534.22,0.1213,20.0
462.02,-534.26,0.1213,20.0
462.03,-534.3,0.1213,20.0
462.04,-534.34,0.1213,20.0
462.053,-534.39,0.1213,20.0
462.066,-534.45,0.1213,20.0
462.0829,-534.52,0.1213,20.0
462.0998,-534.59,0.1213,20.0
462.1218,-534.68,0.1213,20.0
462.1503,-534.79,0.1213,20.0
462.1789,-534.91,0.1213,20.0
462.216,-535.07,0.1212,20.0
462.2532,-535.22,0.1212,20.0
462.3014,-535.43,0.1212,20.0
462.3497,-535.63,0.1212,20.0
462.398,-535.83,0.1212,20.0
462.4582,-536.09,0.1211,20.0
462.5356,-536.42,0.1211,20.0
462.613,-536.75,0.1211,20.0
462.6904,-537.09,0.121,20.0
462.7936,-537.53,0.121,20.0
462.8968,-537.99,0.1209,20.0
463.0,-538.44,0.1209,20.0
463.1429,-539.08,0.1208,20.0
463.2857,-539.72,0.1207,20.0
463.4286,-540.36,0.1207,20.0
463.619,-541.23,0.1206,20.0
463.8095,-542.11,0.1205,20.0
464.0,-542.99,0.1204,20.0
464.3333,-544.56,0.1202,20.0
464.6667,-546.13,0.12,20.0
465.0,-547.71,0.1199,20.0
465.5,-550.11,0.1196,20.0
466.0,-552.53,0.1193,20.0
466.5,-554.97,0.1191,20.0
467.0,-557.43,0.1188,20.0
467.01,-557.48,0.1188,20.0
467.023,-557.55,0.1188,20.0
467.0399,-557.63,0.1188,20.0
467.0619,-557.74,0.1188,20.0
467.0904,-557.88,0.1187,20.0
467.1276,-558.06,0.1187,20.0
467.1758,-558.3,0.1187,20.0
467.2386,-558.61,0.1187,20.0
467.3232,-559.03,0.1186,20.0
467.436,-559.59,0.1185,20.0
467.577,-560.29,0.1185,20.0
467.7885,-561.35,0.1184,20.0
468.0,-562.42,0.1182,20.0
468.25,-563.68,0.1181,20.0
468.5,-564.94,0.118,20.0
468.75,-566.21,0.1178,20.0
469.0,-567.48,0.1177,20.0
469.3333,-569.17,0.1175,20.0
470.0,-572.56,0.1171,20.0
470.01,-572.61,0.1171,20.0
470.017,-572.65,0.1171,20.0
470.024,-572.68,0.1171,20.0
470.031,-572.72,0.1171,20.0
470.038,-572.76,0.1171,20.0
470.045,-572.79,0.1171,20.0
470.0541,-572.84,0.1171,20.0
470.0632,-572.88,0.1171,20.0
470.0723,-572.93,0.1171,20.0
470.0841,-572.99,0.1171,20.0
470.0995,-573.07,0.1171,20.0
470.1149,-573.15,0.1171,20.0
470.1303,-573.23,0.1171,20.0
470.1456,-573.3,0.117,20.0
470.1656,-573.41,0.117,20.0
470.1856,-573.51,0.117,20.0
470.2056,-573.61,0.117,20.0
470.2256,-573.71,0.117,20.0
470.2516,-573.84,0.117,20.0
470.2776,-573.98,0.117,20.0
470.3036,-574.11,0.117,20.0
470.3296,-574.24,0.1169,20.0
470.3556,-574.37,0.1169,20.0
470.3894,-574.55,0.1169,20.0
470.4231,-574.72,0.1169,20.0
470.4569,-574.89,0.1169,20.0
470.4907,-575.06,0.1169,20.0
470.5245,-575.24,0.1168,20.0
470.5583,-575.41,0.1168,20.0
470.5921,-575.58,0.1168,20.0
470.6374,-575.81,0.1168,20.0
470.6827,-576.04,0.1167,20.0
470.7281,-576.28,0.1167,20.0
470.7734,-576.51,0.1167,20.0
470.8187,-576.74,0.1167,20.0
470.864,-576.97,0.1166,20.0
470.9094,-577.21,0.1166,20.0
470.9547,-577.44,0.1166,20.0
471.0,-577.67,0.1166,20.0
471.0439,-577.9,0.1165,20.0
471.0878,-578.13,0.1165,20.0
471.1318,-578.35,0.1165,20.0
471.1889,-578.65,0.1165,20.0
471.246,-578.94,0.1164,20.0
471.3214,-579.33,0.1164,20.0
471.3968,-579.72,0.1163,20.0
471.4973,-580.24,0.1163,20.0
471.623,-580.89,0.1162,20.0
471.8115,-581.87,0.1161,20.0
472.0,-582.85,0.116,20.0
472.01,-582.9,0.116,20.0
472.023,-582.97,0.116,20.0
472.0399,-583.06,0.116,20.0
472.0619,-583.17,0.116,20.0
472.0904,-583.32,0.116,20.0
472.1276,-583.51,0.1159,20.0
472.1758,-583.76,0.1159,20.0
472.2386,-584.09,0.1159,20.0
472.3232,-584.53,0.1158,20.0
472.436,-585.12,0.1158,20.0
472.577,-585.86,0.1157,20.0
472.7885,-586.97,0.1156,20.0
473.0,-588.08,0.1154,20.0
473.25,-589.39,0.1153,20.0
473.5,-590.71,0.1151,20.0
473.75,-592.02,0.115,20.0
474.0,-593.34,0.1149,20.0
474.01,-593.39,0.1148,20.0
474.02,-593.44,0.1148,20.0
474.033,-593.51,0.1148,20.0
474.0499,-593.6,0.1148,20.0
474.0719,-593.72,0.1148,20.0
474.1004,-593.87,0.1148,20.0
474.1376,-594.06,0.1148,20.0
474.1858,-594.32,0.1147,20.0
474.2486,-594.65,0.1147,20.0
474.3321,-595.09,0.1147,20.0
474.4434,-595.68,0.1146,20.0
474.5825,-596.41,0.1145,20.0
474.7913,-597.5,0.1144,20.0
475.0,-598.59,0.1143,20.0
475.25,-599.88,0.1141,20.0
475.5,-601.17,0.114,20.0
475.75,-602.44,0.1139,20.0
476.0,-603.72,0.1137,20.0
476.3333,-605.39,0.1135,20.0
476.6667,-607.06,0.1134,20.0
477.0,-608.72,0.1132,20.0
477.5,-611.21,0.1129,20.0
478.0,-613.7,0.1126,20.0
478.01,-613.76,0.1126,20.0
478.023,-613.83,0.1126,20.0
478.0399,-613.92,0.1126,20.0
478.0619,-614.03,0.1126,20.0
478.0904,-614.17,0.1126,20.0
478.1276,-614.36,0.1126,20.0
478.1758,-614.61,0.1126,20.0
478.2386,-614.92,0.1125,20.0
478.3232,-615.34,0.1125,20.0
478.436,-615.91,0.1125,20.0
478.577,-616.61,0.1124,20.0
478.7885,-617.66,0.1123,20.0
479.0,-618.71,0.1122,20.0
479.25,-619.95,0.1121,20.0
479.5,-621.18,0.112,20.0
479.75,-622.41,0.1119,20.0
480.0,-623.64,0.1119,20.0
480.01,-623.68,0.1118,20.0
480.023,-623.75,0.1118,20.0
480.0399,-623.83,0.1118,20.0
480.0619,-623.94,0.1118,20.0
480.0904,-624.08,0.1118,20.0
480.1276,-624.26,0.1118,20.0
480.1758,-624.5,0.1118,20.0
480.2386,-624.81,0.1118,20.0
480.3232,-625.22,0.1117,20.0
480.436,-625.77,0.1117,20.0
480.577,-626.46,0.1116,20.0
480.7885,-627.49,0.1115,20.0
481.0,-628.53,0.1115,20.0
481.01,-628.57,0.1115,20.0
481.023,-628.64,0.1115,20.0
481.0399,-628.72,0.1115,20.0
481.0619,-628.83,0.1114,20.0
481.0904,-628.97,0.1114,20.0
481.1276,-629.15,0.1114,20.0
481.1758,-629.38,0.1114,20.0
481.2386,-629.69,0.1114,20.0
481.3232,-630.1,0.1113,20.0
481.436,-630.66,0.1113,20.0
481.577,-631.35,0.1112,20.0
481.7885,-632.38,0.1112,20.0
482.0,-633.42,0.1111,20.0
482.25,-634.64,0.111,20.0
482.5,-635.87,0.1109,20.0
482.75,-637.11,0.1108,20.0
483.0,-638.35,0.1107,20.0
483.3333,-640.0,0.1106,20.0
484.0,-643.35,0.1103,20.0
484.5,-645.89,0.1101,20.0
485.0,-648.46,0.1099,20.0
485.5,-651.05,0.1097,20.0
486.0,-653.66,0.1095,20.0
486.01,-653.71,0.1095,20.0
486.02,-653.76,0.1095,20.0
486.03,-653.81,0.1095,20.0
486.04,-653.86,0.1095,20.0
486.05,-653.92,0.1095,20.0
486.063,-653.98,0.1095,20.0
486.0799,-654.07,0.1095,20.0
486.1019,-654.19,0.1095,20.0
486.1238,-654.3,0.1095,20.0
486.1458,-654.42,0.1094,20.0
486.1678,-654.53,0.1094,20.0
486.1897,-654.65,0.1094,20.0
486.2183,-654.8,0.1094,20.0
486.2469,-654.95,0.1094,20.0
486.284,-655.14,0.1094,20.0
486.3211,-655.34,0.1094,20.0
486.3583,-655.53,0.1094,20.0
486.4065,-655.78,0.1093,20.0
486.4548,-656.04,0.1093,20.0
486.5031,-656.29,0.1093,20.0
486.5528,-656.55,0.1093,20.0
486.6166,-656.89,0.1093,20.0
486.6805,-657.23,0.1092,20.0
486.7444,-657.57,0.1092,20.0
486.8296,-658.02,0.1092,20.0
486.9148,-658.47,0.1091,20.0
487.0,-658.92,0.1091,20.0
487.01,-658.97,0.1091,20.0
487.023,-659.04,0.1091,20.0
487.0399,-659.13,0.1091,20.0
487.0619,-659.24,0.1091,20.0
487.0904,-659.4,0.1091,20.0
487.1276,-659.59,0.109,20.0
487.1758,-659.85,0.109,20.0
487.2386,-660.18,0.109,20.0
487.3232,-660.63,0.109,20.0
487.436,-661.23,0.1089,20.0
487.577,-661.98,0.1089,20.0
487.7885,-663.11,0.1088,20.0
488.0,-664.23,0.1087,20.0
488.01,-664.28,0.1087,20.0
488.02,-664.34,0.1087,20.0
488.033,-664.41,0.1087,20.0
488.0499,-664.5,0.1087,20.0
488.0719,-664.61,0.1086,20.0
488.1004,-664.77,0.1086,20.0
488.1376,-664.96,0.1086,20.0
488.1858,-665.22,0.1086,20.0
488.2486,-665.56,0.1086,20.0
488.3113,-665.89,0.1085,20.0
488.3974,-666.35,0.1085,20.0
488.4835,-666.81,0.1085,20.0
488.5696,-667.27,0.1084,20.0
488.6772,-667.84,0.1084,20.0
488.8386,-668.71,0.1083,20.0
489.0,-669.57,0.1083,20.0
489.01,-669.62,0.1083,20.0
489.023,-669.69,0.1083,20.0
489.0399,-669.78,0.1082,20.0
489.0619,-669.9,0.1082,20.0
489.0904,-670.05,0.1082,20.0
489.1276,-670.25,0.1082,20.0
489.1758,-670.51,0.1082,20.0
489.2386,-670.84,0.1082,20.0
489.3232,-671.3,0.1081,20.0
489.436,-671.9,0.1081,20.0
489.577,-672.66,0.108,20.0
489.7885,-673.79,0.1079,20.0
490.0,-674.93,0.1078,20.0
490.01,-674.98,0.1078,20.0
490.02,-675.04,0.1078,20.0
490.03,-675.09,0.1078,20.0
490.04,-675.14,0.1078,20.0
490.05,-675.2,0.1078,20.0
490.063,-675.27,0.1078,20.0
490.076,-675.34,0.1078,20.0
490.089,-675.41,0.1078,20.0
490.1059,-675.5,0.1078,20.0
490.1228,-675.59,0.1078,20.0
490.1397,-675.68,0.1078,20.0
490.1617,-675.8,0.1078,20.0
490.1836,-675.92,0.1078,20.0
490.2122,-676.07,0.1078,20.0
490.2493,-676.27,0.1077,20.0
490.2865,-676.47,0.1077,20.0
490.3236,-676.67,0.1077,20.0
490.3719,-676.93,0.1077,20.0
490.4201,-677.19,0.1077,20.0
490.4684,-677.45,0.1076,20.0
490.5167,-677.71,0.1076,20.0
490.565,-677.97,0.1076,20.0
490.6133,-678.23,0.1076,20.0
490.6617,-678.49,0.1076,20.0
490.71,-678.75,0.1075,20.0
490.7583,-679.01,0.1075,20.0
490.8067,-679.27,0.1075,20.0
490.855,-679.53,0.1075,20.0
490.9033,-679.79,0.1075,20.0
490.9517,-680.05,0.1074,20.0
491.0,-680.31,0.1074,20.0
491.01,-680.37,0.1074,20.0
491.023,-680.44,0.1074,20.0
491.0399,-680.53,0.1074,20.0
491.0619,-680.65,0.1074,20.0
491.0904,-680.8,0.1074,20.0
491.1276,-681.0,0.1074,20.0
491.1758,-681.26,0.1073,20.0
491.2241,-681.52,0.1073,20.0
491.2724,-681.78,0.1073,20.0
491.3206,-682.05,0.1073,20.0
491.3834,-682.38,0.1073,20.0
491.445,-682.72,0.1072,20.0
491.5067,-683.05,0.1072,20.0
491.5889,-683.5,0.1072,20.0
491.6917,-684.05,0.1071,20.0
491.7945,-684.61,0.1071,20.0
491.8972,-685.17,0.107,20.0
492.0,-685.72,0.107,20.0
492.1429,-686.5,0.1069,20.0
492.2857,-687.27,0.1069,20.0
492.4643,-688.24,0.1068,20.0
492.7321,-689.69,0.1067,20.0
493.0,-691.14,0.1066,20.0
493.3333,-692.95,0.1064,20.0
493.6667,-694.75,0.1063,20.0
494.0,-696.55,0.1062,20.0
494.5,-699.25,0.1059,20.0
495.0,-701.96,0.1057,20.0
495.5,-704.66,0.1055,20.0
496.0,-707.37,0.1053,20.0
497.0,-712.81,0.1049,20.0
498.0,-718.25,0.1045,20.0
499.0,-723.71,0.104,20.0
500.0,-729.18,0.1036,20.0
501.0,-734.66,0.1032,20.0
501.01,-734.72,0.1032,20.0
501.023,-734.79,0.1032,20.0
501.0399,-734.88,0.1032,20.0
501.0619,-735.0,0.1031,20.0
501.0904,-735.16,0.1031,20.0
501.1276,-735.37,0.1031,20.0
501.1758,-735.63,0.1031,20.0
501.2386,-735.98,0.1031,20.0
501.3232,-736.44,0.103,20.0
501.436,-737.07,0.103,20.0
501.577,-737.85,0.1029,20.0
501.718,-738.63,0.1029,20.0
501.859,-739.41,0.1028,20.0
502.0,-740.2,0.1027,20.0
502.25,-741.59,0.1026,20.0
502.5,-742.98,0.1025,20.0
502.75,-744.37,0.1024,20.0
503.0,-745.77,0.1023,20.0
503.01,-745.83,0.1023,20.0
503.02,-745.88,0.1023,20.0
503.03,-745.94,0.1023,20.0
503.04,-745.99,0.1023,20.0
503.053,-746.07,0.1023,20.0
503.0699,-746.16,0.1023,20.0
503.0868,-746.26,0.1023,20.0
503.1037,-746.35,0.1023,20.0
503.1206,-746.45,0.1023,20.0
503.1426,-746.57,0.1022,20.0
503.1645,-746.69,0.1022,20.0
503.1865,-746.81,0.1022,20.0
503.2085,-746.94,0.1022,20.0
503.237,-747.1,0.1022,20.0
503.2656,-747.26,0.1022,20.0
503.3027,-747.47,0.1022,20.0
503.3399,-747.67,0.1022,20.0
503.377,-747.88,0.1021,20.0
503.4141,-748.09,0.1021,20.0
503.4512,-748.3,0.1021,20.0
503.4884,-748.51,0.1021,20.0
503.5255,-748.72,0.1021,20.0
503.573,-748.99,0.1021,20.0
503.6204,-749.25,0.102,20.0
503.6679,-749.52,0.102,20.0
503.7153,-749.79,0.102,20.0
503.7628,-750.06,0.102,20.0
503.8102,-750.32,0.102,20.0
503.8735,-750.68,0.1019,20.0
503.9367,-751.04,0.1019,20.0
504.0,-751.39,0.1019,20.0
504.01,-751.45,0.1019,20.0
504.02,-751.51,0.1019,20.0
504.03,-751.56,0.1019,20.0
504.043,-751.64,0.1018,20.0
504.0599,-751.73,0.1018,20.0
504.0768,-751.83,0.1018,20.0
504.0937,-751.92,0.1018,20.0
504.1157,-752.05,0.1018,20.0
504.1376,-752.17,0.1018,20.0
504.1662,-752.33,0.1018,20.0
504.1948,-752.5,0.1018,20.0
504.2233,-752.66,0.1018,20.0
504.2519,-752.82,0.1018,20.0
504.2804,-752.98,0.1017,20.0
504.309,-753.14,0.1017,20.0
504.3376,-753.3,0.1017,20.0
504.3661,-753.47,0.1017,20.0
504.3947,-753.63,0.1017,20.0
504.4232,-753.79,0.1017,20.0
504.4518,-753.95,0.1017,20.0
504.4804,-754.11,0.1017,20.0
504.5004,-754.22,0.1016,20.0
504.5204,-754.34,0.1016,20.0
504.5404,-754.45,0.1016,20.0
504.5603,-754.56,0.1016,20.0
504.5803,-754.68,0.1016,20.0
504.6003,-754.79,0.1016,20.0
504.6203,-754.91,0.1016,20.0
504.6403,-755.02,0.1016,20.0
