time,h,theta,Temp
19.3333,-571.03,0.1173,20.0
19.5556,-572.35,0.1172,20.0
20.0,-573.7,0.117,20.0
20.3333,-574.31,0.1169,20.0
21.0,-575.19,0.1168,20.0
21.01,-575.23,0.1168,20.0
21.023,-575.23,0.1168,20.0
21.0399,-575.25,0.1168,20.0
21.0619,-575.26,0.1168,20.0
21.0904,-575.27,0.1168,20.0
21.1276,-575.28,0.1168,20.0
21.1758,-575.29,0.1168,20.0
21.2386,-575.28,0.1168,20.0
21.3232,-575.26,0.1168,20.0
21.436,-575.21,0.1168,20.0
21.577,-575.12,0.1168,20.0
21.7885,-574.97,0.1169,20.0
22.0,-574.79,0.1169,20.0
22.01,-574.78,0.1169,20.0
22.02,-574.77,0.1169,20.0
22.03,-574.76,0.1169,20.0
22.04,-574.75,0.1169,20.0
22.05,-574.74,0.1169,20.0
22.063,-574.73,0.1169,20.0
22.0799,-574.71,0.1169,20.0
22.1019,-574.68,0.1169,20.0
22.1238,-574.66,0.1169,20.0
22.1458,-574.63,0.1169,20.0
22.1744,-574.59,0.1169,20.0
22.2115,-574.54,0.1169,20.0
22.2486,-574.49,0.1169,20.0
22.2858,-574.44,0.1169,20.0
22.334,-574.37,0.1169,20.0
22.3823,-574.29,0.1169,20.0
22.4306,-574.21,0.1169,20.0
22.4938,-574.09,0.117,20.0
22.5571,-573.93,0.117,20.0
22.6204,-573.71,0.117,20.0
22.6963,-573.23,0.1171,20.0
22.7975,-571.64,0.1172,20.0
22.8988,-567.99,0.1176,20.0
23.0,-560.5,0.1185,20.0
23.01,-559.69,0.1185,20.0
23.023,-558.6,0.1187,20.0
23.0399,-557.03,0.1188,20.0
23.0619,-554.73,0.1191,20.0
23.0904,-551.24,0.1195,20.0
23.1276,-545.71,0.1201,20.0
23.1758,-536.68,0.121,20.0
23.2386,-521.81,0.1227,20.0
23.3232,-497.57,0.1253,20.0
23.436,-462.9,0.1302,20.0
23.577,-423.66,0.1362,20.0
23.7885,-373.45,0.1445,20.0
24.0,-336.47,0.1523,20.0
24.1667,-314.4,0.1569,20.0
24.3333,-299.16,0.1606,20.0
24.5556,-288.1,0.1638,20.0
25.0,-280.79,0.1658,20.0
25.3333,-280.07,0.166,20.0
25.6667,-281.49,0.1657,20.0
26.0,-283.42,0.1651,20.0
26.5,-287.85,0.1639,20.0
27.0,-292.81,0.1624,20.0
27.5,-298.14,0.1609,20.0
28.0,-303.94,0.1592,20.0
29.0,-315.01,0.1568,20.0
30.0,-328.09,0.154,20.0
31.0,-340.27,0.1514,20.0
32.0,-350.95,0.1492,20.0
33.0,-362.62,0.1467,20.0
34.0,-372.23,0.1447,20.0
35.0,-382.73,0.1425,20.0
36.0,-395.09,0.1405,20.0
36.01,-395.17,0.1405,20.0
36.023,-395.35,0.1404,20.0
36.0399,-395.56,0.1404,20.0
36.0619,-395.85,0.1404,20.0
36.0904,-396.21,0.1403,20.0
36.1276,-396.69,0.1402,20.0
36.1758,-397.3,0.1401,20.0
36.2386,-398.08,0.14,20.0
36.3232,-399.13,0.1399,20.0
36.436,-400.51,0.1397,20.0
36.577,-402.22,0.1394,20.0
36.7885,-404.72,0.139,20.0
37.0,-407.17,0.1386,20.0
37.01,-407.3,0.1386,20.0
37.023,-407.44,0.1386,20.0
37.0399,-407.63,0.1386,20.0
37.0619,-407.88,0.1385,20.0
37.0904,-408.2,0.1385,20.0
37.1276,-408.6,0.1384,20.0
37.1758,-409.13,0.1383,20.0
37.2386,-409.79,0.1382,20.0
37.3232,-410.67,0.1381,20.0
37.436,-411.81,0.1379,20.0
37.577,-413.17,0.1377,20.0
37.7885,-415.0,0.1374,20.0
38.0,-416.59,0.1372,20.0
38.25,-418.1,0.137,20.0
38.5,-419.51,0.1368,20.0
38.75,-420.75,0.1366,20.0
39.0,-421.92,0.1364,20.0
39.01,-421.97,0.1364,20.0
39.023,-422.02,0.1364,20.0
39.0399,-422.1,0.1364,20.0
39.0619,-422.19,0.1364,20.0
39.0904,-422.31,0.1363,20.0
39.1276,-422.46,0.1363,20.0
39.1758,-422.65,0.1363,20.0
39.2386,-422.89,0.1362,20.0
39.3232,-423.22,0.1362,20.0
39.436,-423.64,0.1361,20.0
39.577,-424.18,0.136,20.0
39.7885,-425.01,0.1359,20.0
40.0,-425.86,0.1358,20.0
40.25,-426.91,0.1356,20.0
40.625,-428.64,0.1354,20.0
41.0,-430.55,0.1351,20.0
41.3333,-432.4,0.1348,20.0
42.0,-436.61,0.1342,20.0
42.01,-436.63,0.1341,20.0
42.02,-436.69,0.1341,20.0
42.03,-436.76,0.1341,20.0
42.043,-436.84,0.1341,20.0
42.0599,-436.95,0.1341,20.0
42.0819,-437.09,0.1341,20.0
42.1104,-437.28,0.134,20.0
42.1476,-437.52,0.134,20.0
42.1958,-437.85,0.134,20.0
42.2586,-438.27,0.1339,20.0
42.341,-438.84,0.1338,20.0
42.4233,-439.41,0.1337,20.0
42.5387,-440.21,0.1336,20.0
42.654,-440.95,0.1335,20.0
42.7693,-441.61,0.1334,20.0
43.0,-441.99,0.1333,20.0
43.01,-441.99,0.1333,20.0
43.02,-442.01,0.1333,20.0
43.033,-442.02,0.1333,20.0
43.0499,-442.03,0.1333,20.0
43.0719,-442.04,0.1333,20.0
43.1004,-442.03,0.1333,20.0
43.1376,-441.98,0.1333,20.0
43.1858,-441.84,0.1334,20.0
43.2486,-441.51,0.1334,20.0
43.3321,-440.67,0.1335,20.0
43.4156,-439.22,0.1338,20.0
43.513,-436.27,0.1342,20.0
43.6347,-429.69,0.1352,20.0
43.7565,-419.14,0.1368,20.0
43.8782,-403.86,0.1391,20.0
44.0,-384.02,0.1422,20.0
44.1667,-356.55,0.148,20.0
44.3333,-333.9,0.1528,20.0
44.5,-317.37,0.1563,20.0
44.75,-303.2,0.1595,20.0
45.0,-296.52,0.1615,20.0
45.01,-295.49,0.1616,20.0
45.023,-295.37,0.1617,20.0
45.0399,-294.84,0.1618,20.0
45.0619,-294.43,0.1619,20.0
45.0904,-293.84,0.1621,20.0
45.1276,-293.2,0.1623,20.0
45.1758,-292.48,0.1625,20.0
45.2386,-291.75,0.1627,20.0
45.3232,-291.04,0.1629,20.0
45.436,-290.48,0.1631,20.0
45.577,-290.18,0.1632,20.0
45.7885,-290.39,0.1631,20.0
46.0,-290.96,0.1629,20.0
46.25,-292.1,0.1626,20.0
46.625,-294.48,0.1619,20.0
47.0,-297.24,0.1611,20.0
47.3333,-299.95,0.1604,20.0
48.0,-306.11,0.1587,20.0
48.5,-310.93,0.1576,20.0
49.0,-315.41,0.1567,20.0
50.0,-324.52,0.1548,20.0
51.0,-335.52,0.1525,20.0
52.0,-346.79,0.1501,20.0
53.0,-358.57,0.1476,20.0
54.0,-370.22,0.1451,20.0
55.0,-381.46,0.1428,20.0
55.01,-381.56,0.1428,20.0
55.023,-381.71,0.1427,20.0
55.0399,-381.9,0.1427,20.0
55.0619,-382.16,0.1426,20.0
55.0904,-382.48,0.1426,20.0
55.1276,-382.89,0.1425,20.0
55.1758,-383.42,0.1424,20.0
55.2386,-384.1,0.1422,20.0
55.3232,-384.99,0.142,20.0
55.436,-386.16,0.1418,20.0
55.577,-387.57,0.1416,20.0
55.7885,-389.54,0.1413,20.0
56.0,-391.38,0.141,20.0
56.01,-391.48,0.141,20.0
56.02,-391.57,0.141,20.0
56.033,-391.69,0.141,20.0
56.0499,-391.84,0.141,20.0
56.0719,-392.04,0.1409,20.0
56.1004,-392.3,0.1409,20.0
56.1376,-392.63,0.1409,20.0
56.1858,-393.06,0.1408,20.0
56.2486,-393.61,0.1407,20.0
56.3321,-394.32,0.1406,20.0
56.4434,-395.18,0.1405,20.0
56.5547,-395.88,0.1404,20.0
56.7031,-396.35,0.1403,20.0
56.8516,-396.07,0.1403,20.0
57.0,-394.84,0.1405,20.0
57.1667,-392.19,0.1409,20.0
57.3333,-388.55,0.1415,20.0
57.5556,-383.49,0.1424,20.0
58.0,-375.37,0.1441,20.0
58.01,-374.96,0.1441,20.0
58.023,-374.77,0.1442,20.0
58.0399,-374.4,0.1443,20.0
58.0619,-374.01,0.1444,20.0
58.0904,-373.46,0.1445,20.0
58.1276,-372.79,0.1446,20.0
58.1758,-371.95,0.1448,20.0
58.2386,-370.91,0.145,20.0
58.3232,-369.64,0.1453,20.0
58.436,-368.17,0.1456,20.0
58.577,-366.63,0.1459,20.0
58.7885,-364.92,0.1463,20.0
59.0,-363.65,0.1465,20.0
59.25,-362.72,0.1467,20.0
59.625,-362.62,0.1468,20.0
60.0,-363.23,0.1466,20.0
60.01,-363.17,0.1466,20.0
60.023,-363.21,0.1466,20.0
60.0399,-363.23,0.1466,20.0
60.0619,-363.27,0.1466,20.0
60.0904,-363.33,0.1466,20.0
60.1276,-363.4,0.1466,20.0
60.1758,-363.51,0.1466,20.0
60.2386,-363.66,0.1465,20.0
60.3232,-363.87,0.1465,20.0
60.436,-364.17,0.1464,20.0
60.577,-364.52,0.1463,20.0
60.7885,-364.92,0.1463,20.0
61.0,-365.13,0.1462,20.0
61.25,-365.17,0.1462,20.0
61.5,-364.97,0.1462,20.0
61.75,-364.8,0.1463,20.0
62.0,-364.7,0.1463,20.0
62.3333,-364.88,0.1463,20.0
63.0,-369.85,0.1453,20.0
63.5,-373.96,0.1444,20.0
64.0,-378.93,0.1433,20.0
65.0,-390.74,0.1411,20.0
66.0,-405.32,0.1389,20.0
66.01,-405.4,0.1389,20.0
66.02,-405.54,0.1389,20.0
66.03,-405.67,0.1389,20.0
66.04,-405.8,0.1388,20.0
66.05,-405.93,0.1388,20.0
66.06,-406.05,0.1388,20.0
66.073,-406.22,0.1388,20.0
66.0899,-406.42,0.1388,20.0
66.1068,-406.63,0.1387,20.0
66.1237,-406.83,0.1387,20.0
66.1457,-407.08,0.1387,20.0
66.1742,-407.41,0.1386,20.0
66.2028,-407.73,0.1386,20.0
66.2314,-408.04,0.1385,20.0
66.2685,-408.44,0.1384,20.0
66.3056,-408.82,0.1384,20.0
66.3427,-409.2,0.1383,20.0
66.391,-409.68,0.1383,20.0
66.4393,-410.12,0.1382,20.0
66.4875,-410.51,0.1381,20.0
66.5516,-410.86,0.1381,20.0
66.6157,-410.87,0.1381,20.0
66.6797,-410.26,0.1382,20.0
66.7598,-407.93,0.1385,20.0
66.8399,-403.11,0.1393,20.0
66.9199,-394.87,0.1405,20.0
67.0,-382.7,0.1425,20.0
67.1111,-360.85,0.1471,20.0
67.2222,-338.07,0.1519,20.0
67.3333,-318.04,0.1561,20.0
67.4667,-300.15,0.1603,20.0
67.6444,-286.22,0.1643,20.0
67.8222,-278.39,0.1667,20.0
68.0,-273.45,0.168,20.0
68.3333,-270.24,0.1689,20.0
68.6667,-271.19,0.1687,20.0
69.0,-273.11,0.1681,20.0
69.5,-278.63,0.1665,20.0
70.0,-284.91,0.1647,20.0
70.5,-291.8,0.1627,20.0
71.0,-299.06,0.1606,20.0
72.0,-316.81,0.1564,20.0
73.0,-334.63,0.1526,20.0
74.0,-352.41,0.1489,20.0
75.0,-368.75,0.1454,20.0
76.0,-385.61,0.1419,20.0
77.0,-402.34,0.1394,20.0
77.01,-402.55,0.1393,20.0
77.017,-402.67,0.1393,20.0
77.0219,-402.75,0.1393,20.0
77.0268,-402.84,0.1393,20.0
77.0317,-402.92,0.1393,20.0
77.0366,-403.0,0.1393,20.0
77.043,-403.1,0.1393,20.0
77.0493,-403.2,0.1392,20.0
77.0576,-403.33,0.1392,20.0
77.0659,-403.46,0.1392,20.0
77.0742,-403.58,0.1392,20.0
77.0849,-403.74,0.1392,20.0
77.0957,-403.9,0.1391,20.0
77.1065,-404.06,0.1391,20.0
77.1205,-404.26,0.1391,20.0
77.1345,-404.45,0.1391,20.0
77.1485,-404.65,0.139,20.0
77.1667,-404.9,0.139,20.0
77.1849,-405.14,0.139,20.0
77.203,-405.38,0.1389,20.0
77.2267,-405.69,0.1389,20.0
77.2503,-405.99,0.1388,20.0
77.274,-406.29,0.1388,20.0
77.2976,-406.58,0.1387,20.0
77.3284,-406.95,0.1387,20.0
77.3591,-407.32,0.1386,20.0
77.3899,-407.67,0.1386,20.0
77.4206,-408.02,0.1385,20.0
77.4606,-408.44,0.1384,20.0
77.5006,-408.8,0.1384,20.0
77.5405,-409.05,0.1384,20.0
77.5805,-409.07,0.1384,20.0
77.6225,-408.61,0.1384,20.0
77.6764,-406.56,0.1387,20.0
77.7303,-401.91,0.1394,20.0
77.7843,-393.46,0.1407,20.0
77.8382,-380.34,0.143,20.0
77.8921,-362.23,0.1468,20.0
77.9461,-338.02,0.1519,20.0
78.0,-309.71,0.1579,20.0
78.01,-304.6,0.159,20.0
78.023,-297.86,0.1609,20.0
78.0399,-289.26,0.1634,20.0
78.0619,-278.32,0.1665,20.0
78.0904,-265.0,0.1704,20.0
78.1276,-249.76,0.1747,20.0
78.1758,-234.23,0.18,20.0
78.2386,-220.44,0.1853,20.0
78.3232,-208.05,0.19,20.0
78.436,-197.29,0.1942,20.0
78.577,-188.19,0.198,20.0
78.718,-182.37,0.2009,20.0
78.859,-178.31,0.2031,20.0
79.0,-174.7,0.2049,20.0
79.25,-173.08,0.2056,20.0
79.5,-175.17,0.2046,20.0
79.75,-178.7,0.2028,20.0
80.0,-183.12,0.2006,20.0
80.3333,-189.17,0.1976,20.0
81.0,-202.25,0.1922,20.0
81.01,-202.49,0.1921,20.0
81.023,-202.76,0.192,20.0
81.0399,-203.11,0.1919,20.0
81.0619,-203.56,0.1917,20.0
81.0904,-204.13,0.1915,20.0
81.1276,-204.86,0.1912,20.0
81.1758,-205.77,0.1909,20.0
81.2386,-206.86,0.1904,20.0
81.3232,-208.14,0.1899,20.0
81.436,-209.5,0.1894,20.0
81.577,-210.71,0.1889,20.0
81.7885,-211.63,0.1886,20.0
82.0,-211.95,0.1885,20.0
82.01,-212.01,0.1885,20.0
82.02,-212.01,0.1885,20.0
82.033,-212.02,0.1885,20.0
82.0499,-212.02,0.1885,20.0
82.0719,-212.0,0.1885,20.0
82.1004,-211.94,0.1885,20.0
82.1376,-211.78,0.1886,20.0
82.1858,-211.32,0.1887,20.0
82.2486,-210.01,0.1892,20.0
82.3321,-206.66,0.1905,20.0
82.4156,-201.38,0.1925,20.0
82.513,-192.91,0.1958,20.0
82.6347,-180.83,0.2018,20.0
82.7565,-168.62,0.2079,20.0
83.0,-146.14,0.22,20.0
83.01,-145.39,0.2205,20.0
83.023,-144.32,0.2212,20.0
83.0399,-143.03,0.222,20.0
83.0619,-141.51,0.223,20.0
83.0904,-139.88,0.2241,20.0
83.1276,-138.38,0.225,20.0
83.1758,-137.27,0.2258,20.0
83.2386,-136.8,0.2261,20.0
83.3232,-137.19,0.2258,20.0
83.436,-138.59,0.2249,20.0
83.577,-140.88,0.2234,20.0
83.7885,-144.71,0.221,20.0
84.0,-148.56,0.2185,20.0
84.01,-148.74,0.2184,20.0
84.023,-148.98,0.2182,20.0
84.0399,-149.3,0.218,20.0
84.0619,-149.72,0.2177,20.0
84.0904,-150.27,0.2174,20.0
84.1276,-151.0,0.2169,20.0
84.1758,-151.98,0.2163,20.0
84.2386,-153.3,0.2156,20.0
84.3232,-155.02,0.2147,20.0
84.436,-157.24,0.2136,20.0
84.577,-159.91,0.2123,20.0
84.7885,-163.74,0.2103,20.0
85.0,-167.35,0.2085,20.0
85.25,-171.33,0.2065,20.0
85.625,-177.2,0.2036,20.0
86.0,-182.63,0.2008,20.0
86.3333,-187.27,0.1985,20.0
87.0,-196.39,0.1945,20.0
87.5,-203.54,0.1917,20.0
88.0,-210.18,0.1892,20.0
89.0,-222.21,0.1845,20.0
89.01,-222.46,0.1845,20.0
89.023,-222.58,0.1844,20.0
89.0399,-222.8,0.1843,20.0
89.0619,-223.04,0.1842,20.0
89.0904,-223.37,0.1841,20.0
89.1276,-223.78,0.1839,20.0
89.1758,-224.32,0.1837,20.0
89.2386,-225.0,0.1835,20.0
89.3232,-225.89,0.1831,20.0
89.436,-227.05,0.1827,20.0
89.577,-228.44,0.1822,20.0
89.7885,-230.4,0.1814,20.0
90.0,-232.28,0.1807,20.0
90.01,-232.37,0.1806,20.0
90.023,-232.49,0.1806,20.0
90.0399,-232.64,0.1805,20.0
90.0619,-232.83,0.1805,20.0
90.0904,-233.07,0.1804,20.0
90.1276,-233.39,0.1803,20.0
90.1758,-233.81,0.1801,20.0
90.2386,-234.33,0.1799,20.0
90.3232,-235.03,0.1796,20.0
90.436,-235.93,0.1793,20.0
90.577,-237.03,0.1789,20.0
90.7885,-238.6,0.1783,20.0
91.0,-240.12,0.1777,20.0
91.01,-240.19,0.1776,20.0
91.023,-240.29,0.1776,20.0
91.0399,-240.43,0.1776,20.0
91.0619,-240.6,0.1775,20.0
91.0904,-240.84,0.1774,20.0
91.1276,-241.16,0.1773,20.0
91.1758,-241.58,0.1771,20.0
91.2386,-242.14,0.1769,20.0
91.3232,-242.93,0.1767,20.0
91.436,-243.99,0.1764,20.0
91.577,-245.36,0.176,20.0
91.7885,-247.45,0.1754,20.0
92.0,-249.57,0.1748,20.0
92.01,-249.67,0.1748,20.0
92.023,-249.8,0.1747,20.0
92.0399,-249.97,0.1747,20.0
92.0619,-250.2,0.1746,20.0
92.0904,-250.5,0.1745,20.0
92.1276,-250.89,0.1744,20.0
92.1758,-251.41,0.1743,20.0
92.2386,-252.07,0.1741,20.0
92.3232,-252.98,0.1738,20.0
92.436,-254.19,0.1735,20.0
92.577,-255.7,0.173,20.0
92.7885,-257.95,0.1724,20.0
93.0,-260.2,0.1717,20.0
93.01,-260.3,0.1717,20.0
93.023,-260.43,0.1717,20.0
93.0399,-260.58,0.1716,20.0
93.0619,-260.78,0.1716,20.0
93.0904,-261.01,0.1715,20.0
93.1276,-261.31,0.1714,20.0
93.1758,-261.66,0.1713,20.0
93.2386,-262.1,0.1712,20.0
93.3232,-262.64,0.171,20.0
93.436,-263.29,0.1708,20.0
93.577,-264.0,0.1706,20.0
93.7885,-264.83,0.1704,20.0
94.0,-265.49,0.1702,20.0
94.25,-266.11,0.17,20.0
94.5,-267.68,0.1696,20.0
94.75,-269.47,0.1691,20.0
95.0,-271.74,0.1684,20.0
95.3333,-275.23,0.1674,20.0
96.0,-284.12,0.1649,20.0
96.01,-284.26,0.1648,20.0
96.023,-284.43,0.1648,20.0
96.0399,-284.66,0.1647,20.0
96.0619,-284.95,0.1646,20.0
96.0904,-285.34,0.1645,20.0
96.1276,-285.85,0.1644,20.0
96.1758,-286.52,0.1642,20.0
96.2386,-287.39,0.1639,20.0
96.3232,-288.58,0.1636,20.0
96.436,-290.17,0.1631,20.0
96.577,-292.14,0.1626,20.0
96.7885,-295.0,0.1618,20.0
97.0,-297.77,0.161,20.0
97.25,-300.9,0.1601,20.0
97.5,-303.5,0.1593,20.0
97.75,-306.07,0.1586,20.0
98.0,-308.51,0.1581,20.0
98.3333,-311.82,0.1574,20.0
99.0,-320.41,0.1556,20.0
99.5,-327.48,0.1542,20.0
100.0,-334.82,0.1526,20.0
101.0,-349.99,0.1494,20.0
102.0,-365.99,0.146,20.0
103.0,-382.9,0.1425,20.0
104.0,-401.36,0.1395,20.0
105.0,-419.54,0.1368,20.0
106.0,-437.51,0.134,20.0
107.0,-454.86,0.1314,20.0
108.0,-472.83,0.1286,20.0
109.0,-485.89,0.1266,20.0
109.5,-494.21,0.1257,20.0
110.0,-503.15,0.1247,20.0
110.3333,-509.07,0.1241,20.0
110.6667,-515.01,0.1234,20.0
111.0,-520.8,0.1228,20.0
111.5,-529.38,0.1219,20.0
112.0,-537.88,0.1209,20.0
112.5,-546.27,0.12,20.0
113.0,-555.02,0.1191,20.0
114.0,-572.16,0.1172,20.0
114.01,-572.36,0.1172,20.0
114.02,-572.52,0.1171,20.0
114.03,-572.69,0.1171,20.0
114.04,-572.85,0.1171,20.0
114.05,-573.02,0.1171,20.0
114.06,-573.18,0.1171,20.0
114.07,-573.34,0.117,20.0
114.083,-573.55,0.117,20.0
114.0999,-573.82,0.117,20.0
114.1168,-574.09,0.117,20.0
114.1388,-574.44,0.1169,20.0
114.1607,-574.78,0.1169,20.0
114.1827,-575.13,0.1168,20.0
114.2113,-575.57,0.1168,20.0
114.2398,-576.01,0.1168,20.0
114.2684,-576.45,0.1167,20.0
114.3055,-577.02,0.1166,20.0
114.3427,-577.59,0.1166,20.0
114.3798,-578.15,0.1165,20.0
114.428,-578.89,0.1164,20.0
114.4763,-579.64,0.1164,20.0
114.5418,-580.64,0.1162,20.0
114.6072,-581.64,0.1161,20.0
114.6727,-582.63,0.116,20.0
114.7382,-583.61,0.1159,20.0
114.8254,-584.92,0.1158,20.0
114.9127,-586.21,0.1156,20.0
115.0,-587.49,0.1155,20.0
115.0816,-588.69,0.1154,20.0
115.1631,-589.97,0.1152,20.0
115.2678,-591.71,0.115,20.0
115.4142,-594.21,0.1148,20.0
115.6095,-597.55,0.1144,20.0
115.8047,-600.89,0.114,20.0
116.0,-604.3,0.1137,20.0
116.3333,-610.25,0.113,20.0
116.6667,-616.37,0.1124,20.0
117.0,-622.65,0.1119,20.0
117.1667,-625.75,0.1117,20.0
117.3333,-628.94,0.1114,20.0
117.5556,-633.19,0.1111,20.0
117.7778,-637.46,0.1108,20.0
118.0,-641.68,0.1104,20.0
118.01,-641.88,0.1104,20.0
118.023,-642.12,0.1104,20.0
118.036,-642.37,0.1104,20.0
118.0529,-642.68,0.1104,20.0
118.0749,-643.08,0.1103,20.0
118.1034,-643.6,0.1103,20.0
118.1406,-644.26,0.1102,20.0
118.1888,-645.11,0.1102,20.0
118.2371,-645.95,0.1101,20.0
118.2854,-646.79,0.11,20.0
118.3336,-647.62,0.11,20.0
118.3964,-648.7,0.1099,20.0
118.4826,-650.19,0.1098,20.0
118.5861,-651.97,0.1096,20.0
118.7241,-654.32,0.1095,20.0
118.862,-656.65,0.1093,20.0
119.0,-658.95,0.1091,20.0
119.1667,-661.72,0.1089,20.0
119.3333,-664.35,0.1087,20.0
119.5556,-667.84,0.1084,20.0
120.0,-674.63,0.1079,20.0
120.3333,-679.68,0.1075,20.0
121.0,-688.72,0.1068,20.0
121.5,-695.67,0.1062,20.0
122.0,-702.93,0.1057,20.0
123.0,-717.49,0.1045,20.0
123.0011,-717.5,0.1045,20.0
123.0022,-717.52,0.1045,20.0
123.0033,-717.53,0.1045,20.0
123.0044,-717.55,0.1045,20.0
123.0056,-717.57,0.1045,20.0
123.0067,-717.58,0.1045,20.0
123.0081,-717.6,0.1045,20.0
123.0096,-717.62,0.1045,20.0
123.011,-717.64,0.1045,20.0
123.0129,-717.66,0.1045,20.0
123.0153,-717.7,0.1045,20.0
123.0178,-717.73,0.1045,20.0
123.0202,-717.76,0.1045,20.0
123.0226,-717.79,0.1045,20.0
123.0251,-717.82,0.1045,20.0
123.0283,-717.86,0.1045,20.0
123.0314,-717.9,0.1045,20.0
123.0346,-717.94,0.1045,20.0
123.0378,-717.98,0.1045,20.0
123.041,-718.02,0.1045,20.0
123.0451,-718.07,0.1045,20.0
123.0492,-718.12,0.1045,20.0
123.0533,-718.17,0.1045,20.0
123.0575,-718.22,0.1045,20.0
123.0616,-718.27,0.1045,20.0
123.0669,-718.33,0.1045,20.0
123.0723,-718.4,0.1044,20.0
123.0777,-718.46,0.1044,20.0
123.083,-718.52,0.1044,20.0
123.0884,-718.58,0.1044,20.0
123.0954,-718.66,0.1044,20.0
123.1023,-718.74,0.1044,20.0
123.1093,-718.82,0.1044,20.0
123.1163,-718.89,0.1044,20.0
123.1233,-718.97,0.1044,20.0
123.1302,-719.04,0.1044,20.0
123.1372,-719.12,0.1044,20.0
123.1442,-719.19,0.1044,20.0
123.1511,-719.27,0.1044,20.0
123.1581,-719.34,0.1044,20.0
123.1651,-719.41,0.1044,20.0
123.1721,-719.49,0.1044,20.0
123.179,-719.56,0.1044,20.0
123.186,-719.63,0.1044,20.0
123.193,-719.7,0.1043,20.0
123.1999,-719.77,0.1043,20.0
123.2069,-719.84,0.1043,20.0
123.2139,-719.91,0.1043,20.0
123.2209,-719.98,0.1043,20.0
123.2278,-720.05,0.1043,20.0
123.2348,-720.12,0.1043,20.0
123.2418,-720.19,0.1043,20.0
123.2488,-720.26,0.1043,20.0
123.2557,-720.33,0.1043,20.0
123.2648,-720.41,0.1043,20.0
123.2739,-720.5,0.1043,20.0
123.2829,-720.59,0.1043,20.0
123.292,-720.68,0.1043,20.0
123.301,-720.76,0.1043,20.0
123.3101,-720.85,0.1043,20.0
123.3192,-720.93,0.1042,20.0
123.3282,-721.02,0.1042,20.0
123.3373,-721.1,0.1042,20.0
123.3464,-721.19,0.1042,20.0
123.3554,-721.27,0.1042,20.0
123.3645,-721.35,0.1042,20.0
123.3736,-721.44,0.1042,20.0
123.3826,-721.52,0.1042,20.0
123.3917,-721.6,0.1042,20.0
123.4007,-721.68,0.1042,20.0
123.4098,-721.77,0.1042,20.0
123.4189,-721.85,0.1042,20.0
123.4279,-721.93,0.1042,20.0
123.437,-722.01,0.1042,20.0
123.4461,-722.09,0.1042,20.0
123.4551,-722.17,0.1042,20.0
123.4642,-722.25,0.1041,20.0
123.4733,-722.33,0.1041,20.0
123.4823,-722.41,0.1041,20.0
123.4914,-722.49,0.1041,20.0
123.5004,-722.57,0.1041,20.0
123.5095,-722.65,0.1041,20.0
123.5186,-722.73,0.1041,20.0
123.5276,-722.8,0.1041,20.0
123.5367,-722.88,0.1041,20.0
123.5458,-722.96,0.1041,20.0
