time,h,theta,Temp
123.5548,-723.04,0.1041,20.0
123.5639,-723.12,0.1041,20.0
123.573,-723.2,0.1041,20.0
123.5847,-723.3,0.1041,20.0
123.5965,-723.4,0.1041,20.0
123.6083,-723.51,0.104,20.0
123.6201,-723.61,0.104,20.0
123.6319,-723.71,0.104,20.0
123.6436,-723.81,0.104,20.0
123.6554,-723.91,0.104,20.0
123.6672,-724.01,0.104,20.0
123.679,-724.11,0.104,20.0
123.6908,-724.21,0.104,20.0
123.7026,-724.31,0.104,20.0
123.7143,-724.41,0.104,20.0
123.7261,-724.51,0.104,20.0
123.7379,-724.61,0.104,20.0
123.7497,-724.71,0.104,20.0
123.7615,-724.81,0.1039,20.0
123.7733,-724.91,0.1039,20.0
123.785,-725.01,0.1039,20.0
123.7968,-725.11,0.1039,20.0
123.8086,-725.2,0.1039,20.0
123.8204,-725.3,0.1039,20.0
123.8322,-725.4,0.1039,20.0
123.844,-725.5,0.1039,20.0
123.8557,-725.6,0.1039,20.0
123.8675,-725.69,0.1039,20.0
123.8793,-725.79,0.1039,20.0
123.8914,-725.89,0.1039,20.0
123.9034,-725.99,0.1039,20.0
123.9155,-726.09,0.1038,20.0
123.9276,-726.18,0.1038,20.0
123.9397,-726.28,0.1038,20.0
123.9517,-726.38,0.1038,20.0
123.9638,-726.48,0.1038,20.0
123.9759,-726.58,0.1038,20.0
123.9879,-726.67,0.1038,20.0
124.0,-726.77,0.1038,20.0
124.01,-726.85,0.1038,20.0
124.02,-726.94,0.1038,20.0
124.03,-727.03,0.1038,20.0
124.043,-727.15,0.1038,20.0
124.0599,-727.32,0.1037,20.0
124.0768,-727.49,0.1037,20.0
124.0937,-727.67,0.1037,20.0
124.1106,-727.85,0.1037,20.0
124.1275,-728.03,0.1037,20.0
124.1444,-728.21,0.1037,20.0
124.1613,-728.39,0.1037,20.0
124.1833,-728.64,0.1036,20.0
124.2052,-728.88,0.1036,20.0
124.2272,-729.13,0.1036,20.0
124.2558,-729.45,0.1036,20.0
124.2843,-729.78,0.1036,20.0
124.3215,-730.21,0.1035,20.0
124.3586,-730.64,0.1035,20.0
124.4069,-731.21,0.1034,20.0
124.4728,-731.98,0.1034,20.0
124.5387,-732.73,0.1033,20.0
124.6156,-733.53,0.1033,20.0
124.7117,-734.21,0.1032,20.0
124.8558,-733.92,0.1032,20.0
125.0,-731.53,0.1034,20.0
125.01,-731.34,0.1034,20.0
125.023,-731.12,0.1035,20.0
125.0399,-730.79,0.1035,20.0
125.0619,-730.33,0.1035,20.0
125.0904,-729.63,0.1036,20.0
125.1276,-728.54,0.1037,20.0
125.1758,-726.83,0.1038,20.0
125.2386,-724.18,0.104,20.0
125.3232,-720.03,0.1043,20.0
125.436,-713.74,0.1048,20.0
125.577,-704.86,0.1055,20.0
125.7885,-690.55,0.1066,20.0
126.0,-676.29,0.1077,20.0
126.25,-660.56,0.109,20.0
126.5,-647.84,0.11,20.0
126.75,-637.89,0.1107,20.0
127.0,-630.63,0.1113,20.0
127.01,-630.19,0.1113,20.0
127.023,-629.83,0.1114,20.0
127.0399,-629.33,0.1114,20.0
127.0619,-628.7,0.1115,20.0
127.0904,-627.89,0.1115,20.0
127.1276,-626.89,0.1116,20.0
127.1758,-625.64,0.1117,20.0
127.2386,-624.14,0.1118,20.0
127.3232,-622.34,0.112,20.0
127.436,-620.29,0.1121,20.0
127.577,-618.25,0.1123,20.0
127.7885,-616.19,0.1124,20.0
128.0,-614.87,0.1125,20.0
128.01,-614.75,0.1125,20.0
128.023,-614.69,0.1126,20.0
128.0399,-614.58,0.1126,20.0
128.0619,-614.45,0.1126,20.0
128.0904,-614.29,0.1126,20.0
128.1276,-614.1,0.1126,20.0
128.1758,-613.87,0.1126,20.0
128.2386,-613.61,0.1126,20.0
128.3232,-613.34,0.1127,20.0
128.436,-613.09,0.1127,20.0
128.577,-612.94,0.1127,20.0
128.7885,-613.02,0.1127,20.0
129.0,-613.35,0.1127,20.0
129.25,-614.1,0.1126,20.0
129.625,-617.61,0.1123,20.0
130.0,-622.39,0.112,20.0
130.3333,-627.29,0.1116,20.0
131.0,-642.38,0.1104,20.0
131.01,-642.49,0.1104,20.0
131.02,-642.71,0.1104,20.0
131.03,-642.93,0.1103,20.0
131.04,-643.14,0.1103,20.0
131.05,-643.34,0.1103,20.0
131.06,-643.55,0.1103,20.0
131.07,-643.75,0.1103,20.0
131.083,-644.0,0.1103,20.0
131.096,-644.26,0.1102,20.0
131.1129,-644.58,0.1102,20.0
131.1298,-644.9,0.1102,20.0
131.1467,-645.21,0.1102,20.0
131.1687,-645.62,0.1101,20.0
131.1906,-646.02,0.1101,20.0
131.2126,-646.41,0.1101,20.0
131.2412,-646.92,0.11,20.0
131.2697,-647.43,0.11,20.0
131.2983,-647.93,0.11,20.0
131.3354,-648.58,0.1099,20.0
131.3726,-649.22,0.1099,20.0
131.4097,-649.86,0.1098,20.0
131.4468,-650.5,0.1098,20.0
131.4951,-651.32,0.1097,20.0
131.5456,-652.18,0.1096,20.0
131.5961,-653.04,0.1096,20.0
131.6466,-653.9,0.1095,20.0
131.697,-654.75,0.1094,20.0
131.7475,-655.61,0.1094,20.0
131.8107,-656.67,0.1093,20.0
131.8738,-657.74,0.1092,20.0
131.9369,-658.8,0.1091,20.0
132.0,-659.86,0.109,20.0
132.0816,-661.22,0.1089,20.0
132.1631,-662.75,0.1088,20.0
132.2468,-664.35,0.1087,20.0
132.3544,-666.33,0.1085,20.0
132.4835,-668.35,0.1084,20.0
132.6557,-670.11,0.1082,20.0
133.0,-669.76,0.1083,20.0
133.25,-667.68,0.1084,20.0
133.625,-665.73,0.1086,20.0
134.0,-665.52,0.1086,20.0
134.01,-665.37,0.1086,20.0
134.02,-665.33,0.1086,20.0
134.03,-665.27,0.1086,20.0
134.04,-665.21,0.1086,20.0
134.05,-665.14,0.1086,20.0
134.063,-665.04,0.1086,20.0
134.0799,-664.9,0.1086,20.0
134.0968,-664.75,0.1086,20.0
134.1188,-664.54,0.1087,20.0
134.1407,-664.32,0.1087,20.0
134.1693,-664.02,0.1087,20.0
134.1979,-663.71,0.1087,20.0
134.2264,-663.39,0.1087,20.0
134.2636,-662.96,0.1088,20.0
134.3118,-662.39,0.1088,20.0
134.3601,-661.8,0.1089,20.0
134.4084,-661.21,0.1089,20.0
134.4741,-660.4,0.109,20.0
134.5398,-659.59,0.109,20.0
134.6056,-658.76,0.1091,20.0
134.6713,-657.91,0.1092,20.0
134.7535,-656.76,0.1093,20.0
134.8357,-655.38,0.1094,20.0
134.9178,-653.52,0.1095,20.0
135.0,-650.83,0.1097,20.0
135.1111,-644.41,0.1102,20.0
135.2222,-634.22,0.111,20.0
135.3333,-619.86,0.1121,20.0
135.4667,-599.76,0.1142,20.0
135.6444,-570.36,0.1174,20.0
135.8222,-542.66,0.1204,20.0
136.0,-519.14,0.123,20.0
136.01,-517.72,0.1231,20.0
136.023,-516.09,0.1233,20.0
136.0399,-514.02,0.1235,20.0
136.0619,-511.45,0.1238,20.0
136.0904,-508.25,0.1242,20.0
136.1276,-504.34,0.1246,20.0
136.1758,-499.71,0.1251,20.0
136.2386,-494.26,0.1257,20.0
136.3232,-488.05,0.1264,20.0
136.436,-481.39,0.1273,20.0
136.577,-475.14,0.1283,20.0
136.7885,-468.67,0.1293,20.0
137.0,-463.95,0.13,20.0
137.25,-460.22,0.1305,20.0
137.5,-459.33,0.1307,20.0
137.75,-459.88,0.1306,20.0
138.0,-462.13,0.1303,20.0
138.3333,-467.2,0.1295,20.0
139.0,-481.55,0.1274,20.0
139.01,-481.35,0.1273,20.0
139.02,-481.55,0.1273,20.0
139.03,-481.76,0.1273,20.0
139.043,-482.03,0.1272,20.0
139.0599,-482.38,0.1272,20.0
139.0819,-482.84,0.1271,20.0
139.1104,-483.45,0.127,20.0
139.1476,-484.28,0.1269,20.0
139.1958,-485.43,0.1267,20.0
139.2441,-486.73,0.1265,20.0
139.3068,-488.7,0.1263,20.0
139.3935,-491.34,0.126,20.0
139.4801,-493.94,0.1257,20.0
139.5841,-496.99,0.1254,20.0
139.7227,-500.93,0.125,20.0
139.8614,-504.64,0.1246,20.0
140.0,-508.04,0.1242,20.0
140.01,-508.29,0.1242,20.0
140.023,-508.62,0.1241,20.0
140.0399,-509.05,0.1241,20.0
140.0619,-509.61,0.124,20.0
140.0904,-510.34,0.1239,20.0
140.1276,-511.28,0.1238,20.0
140.1758,-512.47,0.1237,20.0
140.2386,-513.95,0.1235,20.0
140.3232,-515.79,0.1233,20.0
140.436,-517.96,0.1231,20.0
140.577,-520.32,0.1228,20.0
140.7885,-523.45,0.1225,20.0
141.0,-526.59,0.1222,20.0
141.01,-526.74,0.1221,20.0
141.023,-526.92,0.1221,20.0
141.0399,-527.16,0.1221,20.0
141.0619,-527.47,0.1221,20.0
141.0904,-527.87,0.122,20.0
141.1276,-528.39,0.122,20.0
141.1758,-529.07,0.1219,20.0
141.2386,-529.98,0.1218,20.0
141.3232,-531.25,0.1217,20.0
141.436,-533.04,0.1215,20.0
141.577,-535.45,0.1212,20.0
141.7885,-539.44,0.1208,20.0
142.0,-543.7,0.1203,20.0
142.01,-543.88,0.1203,20.0
142.023,-544.13,0.1202,20.0
142.0399,-544.45,0.1202,20.0
142.0619,-544.86,0.1202,20.0
142.0904,-545.38,0.1201,20.0
142.1276,-546.04,0.12,20.0
142.1758,-546.9,0.1199,20.0
142.2386,-548.01,0.1198,20.0
142.3232,-549.51,0.1197,20.0
142.436,-551.53,0.1194,20.0
142.577,-554.09,0.1192,20.0
142.7885,-558.01,0.1187,20.0
143.0,-562.0,0.1183,20.0
143.25,-566.79,0.1178,20.0
143.5,-572.84,0.1171,20.0
143.75,-579.53,0.1164,20.0
144.0,-586.57,0.1156,20.0
144.3333,-596.59,0.1145,20.0
145.0,-618.36,0.1123,20.0
145.5,-635.69,0.1109,20.0
146.0,-653.21,0.1095,20.0
146.01,-653.55,0.1095,20.0
146.02,-653.9,0.1095,20.0
146.03,-654.24,0.1095,20.0
146.043,-654.69,0.1094,20.0
146.056,-655.12,0.1094,20.0
146.0729,-655.69,0.1093,20.0
146.0949,-656.42,0.1093,20.0
146.1234,-657.36,0.1092,20.0
146.1606,-658.58,0.1091,20.0
146.2088,-660.13,0.109,20.0
146.2571,-661.67,0.1089,20.0
146.3198,-663.65,0.1087,20.0
146.3826,-665.62,0.1086,20.0
146.4598,-668.01,0.1084,20.0
146.5369,-670.39,0.1082,20.0
146.6527,-673.91,0.1079,20.0
146.7685,-677.4,0.1077,20.0
146.8842,-680.87,0.1074,20.0
147.0,-684.32,0.1071,20.0
147.01,-684.62,0.1071,20.0
147.02,-684.91,0.1071,20.0
147.03,-685.2,0.107,20.0
147.043,-685.57,0.107,20.0
147.0599,-686.05,0.107,20.0
147.0768,-686.52,0.1069,20.0
147.0988,-687.13,0.1069,20.0
147.1273,-687.92,0.1068,20.0
147.1559,-688.7,0.1068,20.0
147.1845,-689.48,0.1067,20.0
147.2216,-690.48,0.1066,20.0
147.2587,-691.47,0.1066,20.0
147.2958,-692.46,0.1065,20.0
147.333,-693.45,0.1064,20.0
147.3701,-694.43,0.1063,20.0
147.4072,-695.41,0.1062,20.0
147.4444,-696.38,0.1062,20.0
147.4815,-697.35,0.1061,20.0
147.5186,-698.31,0.106,20.0
147.5557,-699.26,0.1059,20.0
147.5929,-700.21,0.1059,20.0
147.63,-701.16,0.1058,20.0
147.667,-702.09,0.1057,20.0
147.704,-703.03,0.1056,20.0
147.741,-703.96,0.1056,20.0
147.778,-704.89,0.1055,20.0
147.815,-705.82,0.1054,20.0
147.852,-706.76,0.1054,20.0
147.889,-707.69,0.1053,20.0
147.926,-708.62,0.1052,20.0
147.963,-709.54,0.1051,20.0
148.0,-710.46,0.1051,20.0
148.01,-710.71,0.105,20.0
148.02,-710.96,0.105,20.0
148.033,-711.29,0.105,20.0
148.0499,-711.72,0.105,20.0
148.0719,-712.27,0.1049,20.0
148.1004,-713.0,0.1049,20.0
148.1376,-713.94,0.1048,20.0
148.1747,-714.89,0.1047,20.0
148.2118,-715.83,0.1046,20.0
148.2489,-716.77,0.1046,20.0
148.2861,-717.73,0.1045,20.0
148.3232,-718.69,0.1044,20.0
148.3603,-719.65,0.1043,20.0
148.3975,-720.61,0.1043,20.0
148.4346,-721.58,0.1042,20.0
148.4606,-722.25,0.1041,20.0
148.4866,-722.92,0.1041,20.0
148.5126,-723.59,0.104,20.0
148.5386,-724.26,0.104,20.0
148.5645,-724.93,0.1039,20.0
148.5905,-725.6,0.1039,20.0
148.6165,-726.27,0.1038,20.0
148.6425,-726.93,0.1038,20.0
148.6685,-727.6,0.1037,20.0
148.6945,-728.26,0.1037,20.0
148.7205,-728.92,0.1036,20.0
148.7554,-729.81,0.1036,20.0
148.7904,-730.7,0.1035,20.0
148.8253,-731.6,0.1034,20.0
148.8602,-732.51,0.1033,20.0
148.8952,-733.42,0.1033,20.0
148.9301,-734.33,0.1032,20.0
148.9651,-735.23,0.1031,20.0
149.0,-736.13,0.1031,20.0
149.01,-736.38,0.103,20.0
149.023,-736.7,0.103,20.0
149.0399,-737.09,0.103,20.0
149.0619,-737.59,0.1029,20.0
149.0904,-738.2,0.1029,20.0
149.1276,-738.91,0.1028,20.0
149.1758,-739.55,0.1028,20.0
149.2241,-739.65,0.1028,20.0
149.2868,-738.19,0.1029,20.0
149.3496,-734.55,0.1032,20.0
149.4309,-724.24,0.104,20.0
149.5447,-696.38,0.1062,20.0
149.6585,-657.88,0.1092,20.0
149.7724,-615.4,0.1125,20.0
149.8862,-577.37,0.1166,20.0
150.0,-543.45,0.1203,20.0
150.1667,-502.95,0.1248,20.0
150.3333,-474.17,0.1285,20.0
150.5556,-451.9,0.1319,20.0
151.0,-437.06,0.1341,20.0
151.3333,-436.62,0.1343,20.0
151.6667,-438.56,0.1339,20.0
152.0,-444.15,0.1331,20.0
152.5,-455.69,0.1313,20.0
153.0,-465.98,0.1297,20.0
153.5,-477.23,0.128,20.0
154.0,-493.44,0.1258,20.0
154.01,-493.67,0.1258,20.0
154.023,-494.18,0.1257,20.0
154.0399,-494.8,0.1256,20.0
154.0619,-495.6,0.1256,20.0
154.0904,-496.62,0.1254,20.0
154.1276,-497.93,0.1253,20.0
154.1758,-499.58,0.1251,20.0
154.2386,-501.68,0.1249,20.0
154.3232,-504.43,0.1246,20.0
154.436,-508.0,0.1242,20.0
154.577,-512.33,0.1237,20.0
154.7885,-518.6,0.123,20.0
155.0,-524.7,0.1224,20.0
155.01,-525.0,0.1223,20.0
155.017,-525.2,0.1223,20.0
155.024,-525.4,0.1223,20.0
155.031,-525.59,0.1223,20.0
155.038,-525.79,0.1223,20.0
155.0471,-526.04,0.1222,20.0
155.0562,-526.29,0.1222,20.0
155.068,-526.62,0.1222,20.0
155.0799,-526.94,0.1221,20.0
155.0917,-527.26,0.1221,20.0
155.1071,-527.68,0.122,20.0
155.1271,-528.21,0.122,20.0
155.1471,-528.75,0.1219,20.0
155.167,-529.28,0.1219,20.0
155.193,-529.96,0.1218,20.0
155.219,-530.64,0.1217,20.0
155.245,-531.32,0.1216,20.0
155.2788,-532.19,0.1216,20.0
155.3126,-533.06,0.1215,20.0
155.3464,-533.92,0.1214,20.0
155.3802,-534.78,0.1213,20.0
155.414,-535.63,0.1212,20.0
155.4477,-536.47,0.1211,20.0
155.4917,-537.55,0.121,20.0
155.5356,-538.62,0.1208,20.0
155.5795,-539.67,0.1207,20.0
155.6216,-540.63,0.1206,20.0
155.6636,-541.53,0.1205,20.0
155.7197,-542.52,0.1204,20.0
155.7757,-543.02,0.1204,20.0
155.8318,-542.58,0.1204,20.0
155.8879,-540.43,0.1206,20.0
155.9439,-535.34,0.1212,20.0
156.0,-526.05,0.1222,20.0
156.01,-524.36,0.1224,20.0
156.02,-522.39,0.1226,20.0
156.033,-519.59,0.1229,20.0
156.0499,-515.41,0.1234,20.0
156.0719,-509.01,0.1241,20.0
156.1004,-498.9,0.1252,20.0
156.1376,-483.04,0.127,20.0
156.1858,-461.25,0.1304,20.0
156.2486,-433.1,0.1347,20.0
156.3321,-400.88,0.1396,20.0
156.4434,-369.81,0.1453,20.0
156.5825,-346.46,0.1502,20.0
156.7913,-327.13,0.1542,20.0
157.0,-317.34,0.1563,20.0
157.01,-316.69,0.1564,20.0
157.023,-316.17,0.1565,20.0
157.0399,-315.44,0.1567,20.0
157.0619,-314.62,0.1568,20.0
157.0904,-313.65,0.1571,20.0
157.1276,-312.58,0.1573,20.0
157.1758,-311.46,0.1575,20.0
157.2386,-310.39,0.1577,20.0
157.3232,-309.54,0.1579,20.0
157.436,-309.25,0.158,20.0
157.577,-309.84,0.1579,20.0
157.7885,-312.25,0.1574,20.0
158.0,-315.51,0.1567,20.0
158.01,-315.59,0.1566,20.0
158.023,-315.82,0.1566,20.0
158.0399,-316.1,0.1565,20.0
158.0619,-316.5,0.1564,20.0
158.0904,-317.04,0.1563,20.0
158.1276,-317.79,0.1562,20.0
158.1758,-318.8,0.156,20.0
158.2386,-320.2,0.1557,20.0
158.3232,-322.17,0.1553,20.0
158.436,-324.9,0.1547,20.0
158.577,-328.38,0.154,20.0
158.7885,-333.66,0.1528,20.0
159.0,-338.9,0.1517,20.0
159.25,-345.07,0.1504,20.0
159.5,-351.98,0.149,20.0
159.75,-359.0,0.1475,20.0
160.0,-366.28,0.146,20.0
160.3333,-376.54,0.1438,20.0
161.0,-400.07,0.1398,20.0
161.5,-418.52,0.1369,20.0
162.0,-435.91,0.1342,20.0
162.01,-436.35,0.1342,20.0
162.02,-436.7,0.1341,20.0
162.03,-437.05,0.1341,20.0
162.04,-437.39,0.134,20.0
162.053,-437.83,0.134,20.0
162.0699,-438.41,0.1339,20.0
162.0919,-439.15,0.1338,20.0
162.1138,-439.9,0.1337,20.0
162.1424,-440.86,0.1335,20.0
162.1795,-442.11,0.1333,20.0
162.2167,-443.36,0.1331,20.0
162.2649,-444.98,0.1329,20.0
162.3132,-446.59,0.1326,20.0
162.3615,-448.2,0.1324,20.0
162.4253,-450.33,0.1321,20.0
162.5074,-453.06,0.1316,20.0
162.5895,-455.77,0.1312,20.0
162.6716,-458.49,0.1308,20.0
162.7811,-462.11,0.1303,20.0
162.8905,-465.72,0.1297,20.0
163.0,-469.31,0.1292,20.0
163.1429,-473.92,0.1285,20.0
163.2857,-478.74,0.1277,20.0
163.4286,-483.56,0.127,20.0
163.619,-489.88,0.1262,20.0
163.8095,-496.02,0.1255,20.0
164.0,-501.92,0.1249,20.0
164.3333,-511.91,0.1238,20.0
164.6667,-521.87,0.1227,20.0
165.0,-531.91,0.1216,20.0
165.5,-547.36,0.1199,20.0
166.0,-562.97,0.1182,20.0
166.01,-563.3,0.1181,20.0
166.023,-563.71,0.1181,20.0
166.0399,-564.24,0.118,20.0
166.0619,-564.93,0.118,20.0
166.0904,-565.83,0.1179,20.0
166.1276,-567.0,0.1177,20.0
166.1758,-568.54,0.1176,20.0
166.2386,-570.56,0.1173,20.0
166.3232,-573.28,0.1171,20.0
166.436,-576.92,0.1167,20.0
166.577,-581.52,0.1161,20.0
166.7885,-588.46,0.1154,20.0
167.0,-595.47,0.1146,20.0
167.25,-603.91,0.1137,20.0
167.5,-612.74,0.1127,20.0
167.75,-621.71,0.112,20.0
168.0,-630.64,0.1113,20.0
168.01,-631.01,0.1113,20.0
168.023,-631.47,0.1112,20.0
168.0399,-632.06,0.1112,20.0
168.0619,-632.82,0.1111,20.0
168.0904,-633.8,0.1111,20.0
168.1276,-635.05,0.111,20.0
168.1758,-636.66,0.1108,20.0
168.2386,-638.75,0.1107,20.0
168.3232,-641.52,0.1105,20.0
168.436,-645.14,0.1102,20.0
168.577,-649.65,0.1098,20.0
168.7885,-656.23,0.1093,20.0
169.0,-662.74,0.1088,20.0
169.25,-670.29,0.1082,20.0
169.5,-678.12,0.1076,20.0
169.75,-685.8,0.107,20.0
170.0,-693.56,0.1064,20.0
170.3333,-703.64,0.1056,20.0
171.0,-724.22,0.104,20.0
171.5,-739.42,0.1028,20.0
172.0,-754.94,0.1016,20.0
173.0,-785.35,0.0995,20.0
173.01,-785.74,0.0994,20.0
173.02,-786.07,0.0994,20.0
173.03,-786.38,0.0994,20.0
173.04,-786.67,0.0994,20.0
173.05,-786.95,0.0994,20.0
173.063,-787.31,0.0994,20.0
173.076,-787.66,0.0993,20.0
173.0929,-788.11,0.0993,20.0
173.1098,-788.55,0.0993,20.0
173.1267,-788.98,0.0993,20.0
173.1487,-789.56,0.0992,20.0
173.1706,-790.12,0.0992,20.0
173.1926,-790.66,0.0992,20.0
173.2212,-791.35,0.0991,20.0
173.2497,-792.03,0.0991,20.0
173.2869,-792.9,0.099,20.0
173.324,-793.74,0.099,20.0
173.3611,-794.58,0.099,20.0
173.3982,-795.4,0.0989,20.0
173.4354,-796.22,0.0989,20.0
173.4836,-797.26,0.0988,20.0
173.5319,-798.29,0.0987,20.0
173.5787,-799.27,0.0987,20.0
173.6255,-800.25,0.0986,20.0
173.6723,-801.21,0.0986,20.0
173.7379,-802.55,0.0985,20.0
173.8034,-803.9,0.0984,20.0
173.8689,-805.21,0.0984,20.0
173.9345,-806.5,0.0983,20.0
174.0,-807.78,0.0982,20.0
174.0627,-808.98,0.0982,20.0
174.1255,-810.44,0.0981,20.0
174.1882,-811.99,0.098,20.0
174.2694,-814.05,0.0979,20.0
174.3738,-816.79,0.0977,20.0
174.499,-820.18,0.0975,20.0
174.666,-824.74,0.0973,20.0
175.0,-833.84,0.0968,20.0
175.3333,-842.86,0.0963,20.0
175.6667,-852.21,0.0958,20.0
176.0,-861.21,0.0953,20.0
176.01,-861.53,0.0952,20.0
176.023,-861.84,0.0952,20.0
176.0399,-862.25,0.0952,20.0
176.0619,-862.73,0.0952,20.0
176.0904,-863.34,0.0951,20.0
176.1276,-864.1,0.0951,20.0
176.1758,-865.03,0.095,20.0
176.2386,-866.19,0.095,20.0
176.3232,-867.68,0.0949,20.0
176.436,-869.57,0.0948,20.0
176.577,-871.82,0.0947,20.0
176.7885,-875.03,0.0945,20.0
177.0,-878.12,0.0943,20.0
177.01,-878.27,0.0943,20.0
177.02,-878.42,0.0943,20.0
177.03,-878.56,0.0943,20.0
177.04,-878.7,0.0943,20.0
177.05,-878.84,0.0943,20.0
177.06,-878.98,0.0943,20.0
177.07,-879.12,0.0943,20.0
177.083,-879.3,0.0943,20.0
177.096,-879.48,0.0942,20.0
177.1129,-879.71,0.0942,20.0
177.1298,-879.94,0.0942,20.0
177.1467,-880.16,0.0942,20.0
177.1636,-880.39,0.0942,20.0
177.1856,-880.68,0.0942,20.0
177.2075,-880.98,0.0942,20.0
177.2295,-881.26,0.0941,20.0
177.2515,-881.55,0.0941,20.0
177.2734,-881.84,0.0941,20.0
177.302,-882.21,0.0941,20.0
177.3306,-882.58,0.0941,20.0
177.3591,-882.95,0.0941,20.0
177.3877,-883.32,0.094,20.0
177.4163,-883.69,0.094,20.0
177.4448,-884.05,0.094,20.0
177.4734,-884.41,0.094,20.0
177.5105,-884.88,0.0939,20.0
177.5476,-885.35,0.0939,20.0
177.5848,-885.81,0.0939,20.0
177.6219,-886.27,0.0939,20.0
177.6597,-886.74,0.0938,20.0
177.6975,-887.2,0.0938,20.0
177.7353,-887.66,0.0938,20.0
177.7731,-888.12,0.0938,20.0
177.8109,-888.58,0.0937,20.0
177.8488,-889.04,0.0937,20.0
177.8866,-889.49,0.0937,20.0
177.9244,-889.94,0.0937,20.0
177.9622,-890.39,0.0936,20.0
178.0,-890.84,0.0936,20.0
178.01,-890.96,0.0936,20.0
178.023,-891.14,0.0936,20.0
178.0399,-891.38,0.0936,20.0
178.0619,-891.71,0.0936,20.0
178.0904,-892.16,0.0935,20.0
178.1276,-892.76,0.0935,20.0
178.1758,-893.58,0.0935,20.0
178.2241,-894.42,0.0934,20.0
178.2724,-895.27,0.0934,20.0
178.3206,-896.14,0.0933,20.0
178.3834,-897.28,0.0933,20.0
178.445,-898.41,0.0932,20.0
178.5067,-899.58,0.0931,20.0
178.5684,-900.78,0.0931,20.0
178.6547,-902.49,0.093,20.0
178.741,-904.2,0.0929,20.0
178.8273,-905.93,0.0928,20.0
178.9137,-907.67,0.0927,20.0
179.0,-909.41,0.0926,20.0
179.0816,-911.05,0.0925,20.0
179.1631,-912.68,0.0924,20.0
179.2468,-914.35,0.0923,20.0
179.3544,-916.49,0.0922,20.0
179.462,-918.61,0.0921,20.0
179.5696,-920.73,0.092,20.0
179.7131,-923.53,0.0918,20.0
179.8565,-926.44,0.0916,20.0
180.0,-929.38,0.0915,20.0
180.01,-929.58,0.0915,20.0
180.02,-929.79,0.0915,20.0
180.03,-929.99,0.0914,20.0
180.043,-930.26,0.0914,20.0
180.0599,-930.61,0.0914,20.0
180.0819,-931.07,0.0914,20.0
180.1104,-931.66,0.0914,20.0
180.1476,-932.42,0.0913,20.0
180.1847,-933.19,0.0913,20.0
180.233,-934.19,0.0912,20.0
180.2957,-935.48,0.0911,20.0
180.3585,-936.78,0.0911,20.0
180.4386,-938.43,0.091,20.0
180.5509,-940.73,0.0908,20.0
180.6632,-943.02,0.0907,20.0
180.7755,-945.3,0.0906,20.0
180.8877,-947.56,0.0905,20.0
181.0,-949.81,0.0903,20.0
181.1111,-952.02,0.0902,20.0
181.2222,-954.71,0.0901,20.0
181.3333,-957.52,0.0899,20.0
181.4444,-960.38,0.0898,20.0
181.5833,-964.0,0.0896,20.0
181.7917,-969.48,0.0893,20.0
182.0,-974.94,0.0889,20.0
182.25,-981.65,0.0887,20.0
182.625,-989.44,0.0883,20.0
183.0,-997.54,0.088,20.0
183.01,-997.67,0.088,20.0
183.023,-997.96,0.088,20.0
183.0399,-998.32,0.088,20.0
183.0619,-998.8,0.088,20.0
183.0904,-999.43,0.088,20.0
183.1276,-1000.26,0.0879,20.0
183.1758,-1001.38,0.0879,20.0
183.2386,-1002.8,0.0878,20.0
183.3232,-1004.71,0.0877,20.0
183.436,-1007.24,0.0876,20.0
183.577,-1010.39,0.0875,20.0
183.7885,-1015.07,0.0873,20.0
184.0,-1019.69,0.0872,20.0
184.01,-1019.91,0.0872,20.0
184.017,-1020.04,0.0871,20.0
184.024,-1020.16,0.0871,20.0
184.031,-1020.27,0.0871,20.0
184.038,-1020.38,0.0871,20.0
184.045,-1020.48,0.0871,20.0
184.052,-1020.58,0.0871,20.0
184.059,-1020.68,0.0871,20.0
184.0681,-1020.8,0.0871,20.0
184.0772,-1020.91,0.0871,20.0
184.089,-1021.06,0.0871,20.0
184.1009,-1021.2,0.0871,20.0
184.1127,-1021.33,0.0871,20.0
184.1245,-1021.46,0.0871,20.0
184.1363,-1021.58,0.0871,20.0
184.1482,-1021.7,0.0871,20.0
184.1636,-1021.85,0.0871,20.0
184.1789,-1022.0,0.0871,20.0
184.1943,-1022.14,0.0871,20.0
184.2097,-1022.27,0.0871,20.0
184.2251,-1022.41,0.0871,20.0
184.2405,-1022.54,0.087,20.0
184.2558,-1022.66,0.087,20.0
184.2712,-1022.78,0.087,20.0
184.2866,-1022.9,0.087,20.0
184.302,-1023.01,0.087,20.0
184.3173,-1023.12,0.087,20.0
184.3327,-1023.22,0.087,20.0
184.3481,-1023.32,0.087,20.0
184.3635,-1023.42,0.087,20.0
184.3789,-1023.51,0.087,20.0
184.3942,-1023.6,0.087,20.0
184.4096,-1023.69,0.087,20.0
184.425,-1023.77,0.087,20.0
184.4404,-1023.86,0.087,20.0
184.4558,-1023.94,0.087,20.0
184.4711,-1024.01,0.087,20.0
184.4865,-1024.09,0.087,20.0
184.5019,-1024.16,0.087,20.0
184.5173,-1024.23,0.087,20.0
184.5327,-1024.3,0.087,20.0
184.548,-1024.37,0.087,20.0
184.5634,-1024.44,0.087,20.0
184.5788,-1024.5,0.087,20.0
