Time,rTop,rRoot,vTop,vRoot,vBot,sum(rTop),sum(rRoot),sum(vTop),sum(vRoot),sum(vBot),hTop,hRoot,hBot,RunOff,Volume
17.0,-0.3,0.0,-0.3,0.0,0.0,-5.1,0.0,-5.1,0.0,0.0,-49.253,0.0,151.87,0.0,112.53
18.0,-0.3,0.0,-0.3,0.0,0.0,-5.4,0.0,-5.4,0.0,0.0,-49.0,0.0,152.52,0.0,112.83
19.0,-0.3,0.0,-0.3,0.0,0.0,-5.7,0.0,-5.7,0.0,0.0,-48.777,0.0,153.34,0.0,113.13
20.0,-0.3,0.0,-0.3,0.0,0.0,-6.0,0.0,-6.0,0.0,0.0,-48.579,0.0,154.32,0.0,113.43
21.0,-0.3,0.0,-0.3,0.0,0.0,-6.3,0.0,-6.3,0.0,0.0,-48.403,0.0,155.46,0.0,113.73
22.0,-0.3,0.0,-0.3,0.0,0.0,-6.6,0.0,-6.6,0.0,0.0,-48.245,0.0,156.77,0.0,114.03
23.0,-0.3,0.0,-0.3,0.0,0.0,-6.9,0.0,-6.9,0.0,0.0,-48.103,0.0,158.23,0.0,114.33
24.0,-0.3,0.0,-0.3,0.0,0.0,-7.2,0.0,-7.2,0.0,0.0,-47.973,0.0,159.91,0.0,114.63
25.0,-0.3,0.0,-0.3,0.0,0.0,-7.5,0.0,-7.5,0.0,0.0,-47.855,0.0,161.79,0.0,114.93
26.0,-0.3,0.0,-0.3,0.0,0.0,-7.8,0.0,-7.8,0.0,0.0,-47.747,0.0,163.68,0.0,115.23
27.0,-0.3,0.0,-0.3,0.0,0.0,-8.1,0.0,-8.1,0.0,0.0,-47.648,0.0,165.62,0.0,115.53
28.0,-0.3,0.0,-0.3,0.0,0.0,-8.4,0.0,-8.4,0.0,0.0,-47.558,0.0,167.62,0.0,115.83
29.0,-0.3,0.0,-0.3,0.0,0.0,-8.7,0.0,-8.7,0.0,0.0,-47.482,0.0,169.76,0.0,116.13
30.0,-0.3,0.0,-0.3,0.0,0.0,-9.0,0.0,-9.0,0.0,0.0,-47.421,0.0,172.09,0.0,116.43
31.0,-0.3,0.0,-0.3,0.0,0.0,-9.3,0.0,-9.3,0.0,0.0,-47.38,0.0,174.32,0.0,116.73
32.0,-0.3,0.0,-0.3,0.0,0.0,-9.6,0.0,-9.6,0.0,0.0,-47.355,0.0,176.55,0.0,117.03
33.0,-0.3,0.0,-0.3,0.0,0.0,-9.9,0.0,-9.9,0.0,0.0,-47.34,0.0,178.82,0.0,117.33
34.0,-0.3,0.0,-0.3,0.0,0.0,-10.2,0.0,-10.2,0.0,0.0,-47.329,0.0,181.31,0.0,117.63
35.0,-0.3,0.0,-0.3,0.0,0.0,-10.5,0.0,-10.5,0.0,0.0,-47.32,0.0,183.7,0.0,117.93
36.0,-0.3,0.0,-0.3,0.0,0.0,-10.8,0.0,-10.8,0.0,0.0,-47.313,0.0,186.04,0.0,118.23
37.0,-0.3,0.0,-0.3,0.0,0.0,-11.1,0.0,-11.1,0.0,0.0,-47.305,0.0,188.37,0.0,118.53
38.0,-0.3,0.0,-0.3,0.0,0.0,-11.4,0.0,-11.4,0.0,0.0,-47.296,0.0,190.91,0.0,118.83
39.0,-0.3,0.0,-0.3,0.0,0.0,-11.7,0.0,-11.7,0.0,0.0,-47.286,0.0,193.38,0.0,119.13
40.0,-0.3,0.0,-0.3,0.0,0.0,-12.0,0.0,-12.0,0.0,0.0,-47.274,0.0,195.76,0.0,119.43
41.0,-0.3,0.0,-0.3,0.0,0.0,-12.3,0.0,-12.3,0.0,0.0,-47.258,0.0,198.11,0.0,119.73
42.0,-0.3,0.0,-0.3,0.0,0.0,-12.6,0.0,-12.6,0.0,0.0,-47.239,0.0,200.65,0.0,120.03
43.0,-0.3,0.0,-0.3,0.0,0.0,-12.9,0.0,-12.9,0.0,0.0,-47.216,0.0,203.15,0.0,120.33
44.0,-0.3,0.0,-0.3,0.0,0.0,-13.2,0.0,-13.2,0.0,0.0,-47.185,0.0,205.55,0.0,120.63
45.0,-0.3,0.0,-0.3,0.0,0.0,-13.5,0.0,-13.5,0.0,0.0,-47.145,0.0,207.91,0.0,120.93
46.0,-0.3,0.0,-0.3,0.0,0.0,-13.8,0.0,-13.8,0.0,0.0,-47.096,0.0,210.43,0.0,121.23
47.0,-0.3,0.0,-0.3,0.0,0.0,-14.1,0.0,-14.1,0.0,0.0,-47.033,0.0,212.96,0.0,121.53
48.0,-0.3,0.0,-0.3,0.0,0.0,-14.4,0.0,-14.4,0.0,0.0,-46.953,0.0,215.36,0.0,121.83
49.0,-0.3,0.0,-0.3,0.0,0.0,-14.7,0.0,-14.7,0.0,0.0,-46.847,0.0,217.73,0.0,122.13
50.0,-0.3,0.0,-0.3,0.0,0.0,-15.0,0.0,-15.0,0.0,0.0,-46.719,0.0,220.24,0.0,122.43
51.0,-0.3,0.0,-0.3,0.0,0.0,-15.3,0.0,-15.3,0.0,0.0,-46.56,0.0,222.79,0.0,122.73
52.0,-0.3,0.0,-0.3,0.0,0.0,-15.6,0.0,-15.6,0.0,0.0,-46.354,0.0,225.22,0.0,123.03
53.0,-0.3,0.0,-0.3,0.0,0.0,-15.9,0.0,-15.9,0.0,0.0,-46.092,0.0,227.61,0.0,123.33
54.0,-0.3,0.0,-0.3,0.0,0.0,-16.2,0.0,-16.2,0.0,0.0,-45.784,0.0,230.12,0.0,123.63
55.0,-0.3,0.0,-0.3,0.0,0.0,-16.5,0.0,-16.5,0.0,0.0,-45.409,0.0,232.72,0.0,123.93
56.0,-0.3,0.0,-0.3,0.0,0.0,-16.8,0.0,-16.8,0.0,0.0,-44.93,0.0,235.19,0.0,124.23
57.0,-0.3,0.0,-0.3,0.0,0.0,-17.1,0.0,-17.1,0.0,0.0,-44.355,0.0,237.64,0.0,124.53
58.0,-0.3,0.0,-0.3,0.0,0.0,-17.4,0.0,-17.4,0.0,0.0,-43.725,0.0,240.24,0.0,124.83
59.0,-0.3,0.0,-0.3,0.0,0.0,-17.7,0.0,-17.7,0.0,0.0,-42.959,0.0,242.92,0.0,125.13
60.0,-0.3,0.0,-0.3,0.0,0.0,-18.0,0.0,-18.0,0.0,0.0,-42.0,0.0,245.5,0.0,125.43
,,,,,,,,,,,,,,,
